idx,y_pred,y_true,residual,fold
0,5.498899811069113,5.698970004336019,0.20007019326690578,10
1,3.2493301320920973,3.049218022670181,-0.20011210942191626,10
2,3.2493301320920973,2.903089986991944,-0.3462401451001531,10
3,4.217707546906424,2.9542425094393248,-1.2634650374670993,10
4,4.82374871181164,3.90848501887865,-0.91526369293299,10
5,3.5222760868247094,3.322219294733919,-0.2000567920907903,10
6,5.501341934523007,5.301029995663981,-0.20031193885902532,10
7,5.2369872996690106,4.086359830674748,-1.1506274689942622,10
8,5.8359398560351385,6.035709837827862,0.19976998179272343,10
9,5.36444658315492,5.954242509439325,0.5897959262844052,10
10,5.824463871371329,3.949390006644913,-1.8750738647264158,10
11,5.542818676655999,5.742725131304698,0.1999064546486986,10
12,4.443406333388285,3.661812685537261,-0.7815936478510244,10
13,3.9820095607096913,3.397940008672037,-0.5840695520376542,10
14,4.37835748936082,3.832508912706236,-0.5458485766545835,10
15,5.402224431240106,5.6020599913279625,0.1998355600878563,10
16,4.956317146686179,5.238046103128795,0.281728956442616,10
17,3.668856439900905,3.0791812460476247,-0.5896751938532803,10
18,3.7049055910920297,3.505149978319906,-0.19975561277212384,10
19,5.841446527384487,6.041392685158225,0.1999461577737387,10
20,5.22965967685589,3.8813846567705728,-1.3482750200853175,10
21,5.220973451736394,5.576341350205793,0.35536789846939865,10
22,6.623872938190104,6.823539433656859,0.1996664954667553,10
23,6.198160786191336,6.3979400086720375,0.1997792224807018,10
24,6.507447391034929,6.707570176097937,0.20012278506300785,10
25,6.326051272043922,6.3979400086720375,0.07188873662811535,10
26,6.308070759642621,6.558708570533166,0.25063781089054515,10
27,6.308070759642621,6.107549129744687,-0.20052162989793398,10
28,4.39332633180037,4.193681029541281,-0.19964530225908916,10
29,5.729825128088371,5.929418925714293,0.1995937976259219,10
30,6.214935753717681,6.414973347970818,0.20003759425313739,10
31,6.173017392917935,6.372912002970106,0.19989461005217102,10
32,6.184917801270832,6.384890796530554,0.19997299525972156,10
33,6.125946951160426,6.325843928293292,0.19989697713286603,10
34,7.176209010131409,7.0,-0.17620901013140866,10
35,6.634760538028936,6.835056101720117,0.2002955636911805,10
36,6.879046222182732,7.079181246047625,0.20013502386489268,10
37,4.273072403676418,4.072984744627931,-0.2000876590484868,10
38,5.3139728482440445,5.113943352306837,-0.20002949593720754,10
39,4.949409230076766,5.096910013008056,0.14750078293129043,10
40,5.14239663227486,5.342422680822207,0.20002604854734685,10
41,6.040690467914076,6.2405492482826,0.19985878036852434,10
42,4.948356319039515,5.278753600952829,0.33039728191331363,10
43,6.209922989968668,6.2552725051033065,0.04534951513463881,10
44,4.857763870731623,5.023540521554854,0.165776650823231,10
45,6.113713129657859,6.313867220369153,0.20015409071129397,10
46,6.161945129668318,6.361727836017593,0.19978270634927497,10
47,6.18100613278646,6.6020599913279625,0.42105385854150246,10
48,6.449467725485981,6.649334858712142,0.199867133226161,10
49,6.18100613278646,6.041392685158225,-0.1396134476282347,10
50,5.701020594318351,5.901294817165567,0.20027422284721652,10
51,5.086769337894952,6.447158031342219,1.360388693447267,10
52,5.458321308442722,4.681241237375588,-0.7770800710671342,10
53,6.014844094550722,5.81504617606463,-0.19979791848609185,10
54,5.193048926204919,4.992818520066679,-0.20023040613823984,10
55,3.4040629581109285,3.204119982655925,-0.1999429754550035,10
56,6.019585639605792,6.8750612633917,0.8554756237859085,10
57,6.624572105821683,6.8909795969896885,0.2664074911680059,10
58,4.356722024083461,4.5003737143533735,0.14365169026991254,10
59,6.197533624890682,6.3979400086720375,0.20040638378135522,10
60,6.73679379855315,6.447158031342219,-0.2896357672109309,10
61,5.7842005997345165,7.267171728403014,1.4829711286684972,10
62,5.246099663260567,5.045714058940868,-0.20038560431969898,10
63,6.4309449073799545,6.230448921378274,-0.2004959860016804,10
64,4.327418962881911,4.127104798364807,-0.2003141645171036,10
65,5.8001546107037605,6.0,0.19984538929623952,10
66,5.915247673594127,5.715167357848458,-0.20008031574566942,10
67,5.824104393832217,6.024046225131059,0.19994183129884213,10
68,3.0753397946159673,3.645422269349092,0.5700824747331246,10
69,3.3464833684066,3.146128035678238,-0.2003553327283618,10
70,3.0753397946159673,2.8750612633917,-0.2002785312242672,10
71,3.501250484105323,3.3010299956639813,-0.20022048844134188,10
72,3.513708924316755,3.3138672203691533,-0.1998417039476017,10
73,4.840025056979684,5.905795880367869,1.0657708233881849,10
74,3.2889765169466187,2.6989700043360187,-0.5900065126106,10
75,3.945686600391154,4.146128035678238,0.20044143528708425,10
76,3.230355608911018,3.2430380486862944,0.0126824397752765,10
77,2.8530653742561736,2.6532125137753435,-0.19985286048083006,10
78,3.2970859727630906,2.1089031276673134,-1.1881828450957772,10
