idx,y_pred,y_true,residual,fold,proba_pos
0,1,0,-1,9,0.583265731369239
1,0,0,0,9,0.23327859323107591
2,0,0,0,9,0.23727062660045464
3,0,0,0,9,0.2607906651805085
4,1,1,0,9,0.7701625940722011
5,1,0,-1,9,0.6617076127008005
6,1,1,0,9,0.5700465970711697
7,1,0,-1,9,0.5800109144684535
8,1,1,0,9,0.640184752799634
9,1,1,0,9,0.653217720821573
10,0,0,0,9,0.24368262671839439
11,0,0,0,9,0.34274004420950144
12,0,0,0,9,0.18983298289411782
13,0,0,0,9,0.4559559665550647
14,1,1,0,9,0.8045071714666736
15,0,0,0,9,0.34678232440614204
16,0,0,0,9,0.1884060763367654
17,0,0,0,9,0.4604892657694072
18,1,1,0,9,0.7404909236466819
19,0,0,0,9,0.4379836957359958
20,0,0,0,9,0.41489632341859417
21,1,1,0,9,0.5983219183668401
22,0,0,0,9,0.3347812797784772
23,0,0,0,9,0.18713645705066767
24,1,1,0,9,0.6558919236641103
25,1,1,0,9,0.5655632683753411
26,0,0,0,9,0.1513612748191724
27,0,0,0,9,0.2980924606785059
28,1,1,0,9,0.5912708752493642
29,0,0,0,9,0.276745886285607
30,1,1,0,9,0.7860347385713006
31,1,1,0,9,0.6110322301314822
32,1,0,-1,9,0.7522494955747769
33,0,0,0,9,0.25460312976826177
34,1,1,0,9,0.6964602977771912
35,0,0,0,9,0.1495988844281585
36,0,0,0,9,0.14551486539003194
37,0,0,0,9,0.3463587444317674
38,0,0,0,9,0.10770090391092625
39,0,0,0,9,0.18083872303328072
40,0,0,0,9,0.394105639538785
41,1,1,0,9,0.6852946776392359
42,1,1,0,9,0.7797322763952019
43,1,0,-1,9,0.5136987373401761
44,0,0,0,9,0.22480177783265723
45,0,0,0,9,0.37679889095250524
46,0,0,0,9,0.18107805953984998
47,1,1,0,9,0.8039746922770232
48,0,0,0,9,0.09561006462957149
49,0,0,0,9,0.4996649036771476
50,1,1,0,9,0.6676628187004995
51,0,0,0,9,0.23174244130191307
52,0,0,0,9,0.31795073150320985
53,0,0,0,9,0.1741683490825343
54,0,0,0,9,0.24820340001113708
55,0,0,0,9,0.19724488914394545
56,0,0,0,9,0.11631505965793894
57,1,1,0,9,0.7547194101615816
58,0,0,0,9,0.133378048891157
59,0,0,0,9,0.42898710214039476
60,0,0,0,9,0.1696804095890347
61,0,0,0,9,0.3085173659212301
62,1,1,0,9,0.5862244231567837
63,1,0,-1,9,0.5435877299096266
64,0,0,0,9,0.12520881594673788
65,1,1,0,9,0.7200005297473878
66,1,1,0,9,0.5699113087982348
67,1,1,0,9,0.8148448587739638
68,0,0,0,9,0.38879266665112744
69,1,1,0,9,0.5016886488084777
70,1,1,0,9,0.7264829940668757
71,0,0,0,9,0.17754845025739058
72,1,1,0,9,0.5371244769317074
73,1,1,0,9,0.60040355451108
74,0,0,0,9,0.26572348534873924
75,0,0,0,9,0.47609572405011036
76,1,1,0,9,0.7209765640182756
77,1,1,0,9,0.8057573824391242
78,0,0,0,9,0.34649888304104415
79,0,0,0,9,0.23807873138297078
80,1,0,-1,9,0.5575181679416287
81,0,0,0,9,0.33277572491194407
82,1,1,0,9,0.7644403827296458
83,0,0,0,9,0.3829384728131412
84,1,0,-1,9,0.555399923334523
85,0,0,0,9,0.08565135987459625
86,0,0,0,9,0.3384356722909566
87,0,0,0,9,0.45876211556486357
88,1,0,-1,9,0.5277041054413377
89,0,0,0,9,0.1536283439203692
90,1,1,0,9,0.763372448458381
91,0,0,0,9,0.1803092888573658
92,0,0,0,9,0.12596099124750282
93,0,0,0,9,0.1410320003760216
94,1,1,0,9,0.6513642092824795
95,0,0,0,9,0.23723516177121082
96,1,0,-1,9,0.5152205950908021
97,0,0,0,9,0.056326214622521964
98,0,0,0,9,0.49698652584244446
99,1,0,-1,9,0.6438666376710817
100,1,0,-1,9,0.5411849972582825
101,0,1,1,9,0.43483699708159423
102,0,0,0,9,0.19493176305621207
103,0,0,0,9,0.41108313546640823
104,0,0,0,9,0.4174134105215343
105,1,1,0,9,0.5732982321563842
106,1,1,0,9,0.8440844041860353
107,0,0,0,9,0.25307793326563877
108,0,1,1,9,0.4162840000186026
109,0,0,0,9,0.1545982916369896
110,0,0,0,9,0.2323415966716447
111,0,1,1,9,0.4550205061990931
112,0,0,0,9,0.37358262212061116
113,1,1,0,9,0.6438666376710817
114,1,1,0,9,0.8363354447487694
115,0,0,0,9,0.17192079550065817
116,1,1,0,9,0.5807849139251445
117,0,0,0,9,0.2755754348335
118,1,0,-1,9,0.5879331061897946
119,0,0,0,9,0.2670713410664026
120,0,0,0,9,0.27386737901399005
121,0,0,0,9,0.43585812992799594
122,0,0,0,9,0.06086643720169836
123,1,1,0,9,0.8662287594745005
124,0,0,0,9,0.049784347621557104
125,0,0,0,9,0.11168930116288003
126,1,0,-1,9,0.5926015210484642
127,0,0,0,9,0.17227172165324728
128,0,0,0,9,0.10699022146408277
129,0,0,0,9,0.444967301244842
130,0,0,0,9,0.25782401174817854
131,0,0,0,9,0.15269879700065675
132,0,0,0,9,0.36674584480347633
133,0,0,0,9,0.20913095029844478
134,0,0,0,9,0.16306004039119584
135,0,0,0,9,0.13691320672795987
136,1,1,0,9,0.7331432103973834
137,0,0,0,9,0.15389359168386943
138,0,0,0,9,0.2961325393213391
139,0,0,0,9,0.3574319093201452
140,0,0,0,9,0.10512955789638692
141,0,0,0,9,0.4154981782107329
142,1,1,0,9,0.736734396452521
143,0,0,0,9,0.32663516192885866
144,1,1,0,9,0.6461978771949315
145,0,0,0,9,0.2864486026865037
146,1,1,0,9,0.8725287429967696
147,0,0,0,9,0.24168263414768199
148,0,0,0,9,0.3389718994657221
149,0,1,1,9,0.4726620554350964
150,0,0,0,9,0.4053618914968789
151,0,0,0,9,0.48799873787190795
152,0,0,0,9,0.2921202589906614
153,0,0,0,9,0.23282941214504785
154,0,0,0,9,0.29977805809362135
155,1,1,0,9,0.6103197254815724
156,0,0,0,9,0.16449086787069958
157,0,0,0,9,0.17181380202675098
158,0,0,0,9,0.06720876200548544
159,0,0,0,9,0.04041880741288286
160,1,1,0,9,0.5683966641989655
161,0,0,0,9,0.16981525506330497
162,0,0,0,9,0.26252708244047807
163,0,0,0,9,0.40716720241121956
164,0,0,0,9,0.47830931500922214
165,0,0,0,9,0.09811940817883469
166,0,0,0,9,0.131567097874452
167,0,0,0,9,0.19147480781118834
168,1,1,0,9,0.7334768749694482
169,1,0,-1,9,0.6015078544716599
170,0,0,0,9,0.17246750810688843
171,0,0,0,9,0.4495976716177115
172,1,1,0,9,0.720929881154313
173,1,1,0,9,0.7504134822950659
174,1,0,-1,9,0.6110322301314822
175,1,0,-1,9,0.554290463015926
176,0,0,0,9,0.25990566110854973
177,0,0,0,9,0.40734357323181936
178,0,0,0,9,0.42098104455387086
179,0,0,0,9,0.460885810168826
180,1,1,0,9,0.6160445298299876
181,0,0,0,9,0.4118985861055747
182,0,0,0,9,0.41708573427103396
183,0,0,0,9,0.2295427621410741
184,0,0,0,9,0.22239055381505005
185,1,1,0,9,0.7644403827296458
186,0,0,0,9,0.14909246988258676
187,0,0,0,9,0.39686540852868335
188,0,0,0,9,0.16837799247038177
189,1,1,0,9,0.6262219385957895
190,1,0,-1,9,0.5624931789298013
191,0,1,1,9,0.4528000471104127
192,0,0,0,9,0.19951678016941093
193,0,1,1,9,0.3769822143796129
194,0,0,0,9,0.3164737830636228
195,0,0,0,9,0.376246734464234
196,0,0,0,9,0.324839197611756
197,0,0,0,9,0.43858464944350795
198,1,1,0,9,0.7086855840241835
199,0,0,0,9,0.18103307206744051
200,1,1,0,9,0.7119434749347723
201,1,1,0,9,0.6790529120359554
202,0,0,0,9,0.2584948164229157
203,0,0,0,9,0.4241357703237258
204,1,1,0,9,0.5926867865202736
205,1,1,0,9,0.8069233489064167
206,0,0,0,9,0.29314300463417353
207,0,0,0,9,0.36338845155798166
208,0,0,0,9,0.17449081682653927
209,1,1,0,9,0.6870970883321446
210,0,0,0,9,0.30870574086213004
211,1,1,0,9,0.6429342200136359
212,0,0,0,9,0.21185363890739495
213,0,0,0,9,0.2819876184661836
214,1,1,0,9,0.8757665937224933
215,0,0,0,9,0.40934318459473285
216,1,1,0,9,0.7075016350747044
217,1,1,0,9,0.6434574683682902
218,0,0,0,9,0.3211093692038184
219,1,1,0,9,0.6874037389451372
220,0,0,0,9,0.14475942095356256
221,1,1,0,9,0.5543978827940335
222,0,0,0,9,0.22446785483448917
223,0,1,1,9,0.4753259769328607
224,0,0,0,9,0.3276864944172006
225,0,0,0,9,0.30315174937898354
226,0,0,0,9,0.20570708635358315
227,0,0,0,9,0.15408565004657412
228,0,0,0,9,0.07688151022502292
229,0,0,0,9,0.3690073463726646
230,1,1,0,9,0.71082741975264
231,0,0,0,9,0.25752374661327176
232,1,1,0,9,0.5976876998374638
233,1,1,0,9,0.5367703067762425
