idx,y_pred,y_true,residual,fold,proba_pos
0,1,0,-1,8,0.6455979084340955
1,0,0,0,8,0.22691573550096328
2,0,0,0,8,0.2434327670027925
3,0,0,0,8,0.2204826110267152
4,1,1,0,8,0.7802732638057454
5,1,0,-1,8,0.6135206938197065
6,1,1,0,8,0.5939576027864102
7,1,1,0,8,0.581156617658764
8,1,1,0,8,0.6068666908006577
9,1,1,0,8,0.6254124169555142
10,0,0,0,8,0.2473471978259011
11,0,0,0,8,0.320731420075963
12,0,0,0,8,0.1747549186054663
13,0,0,0,8,0.3399365804684328
14,1,1,0,8,0.7724145888593921
15,1,1,0,8,0.6727019996586024
16,0,0,0,8,0.4246611710540927
17,0,0,0,8,0.061771449933985485
18,0,0,0,8,0.22833850191041244
19,1,1,0,8,0.6802354856392144
20,0,0,0,8,0.4744699984627287
21,1,1,0,8,0.5120197036502144
22,0,0,0,8,0.45673261493063905
23,0,1,1,8,0.4984948022525144
24,0,0,0,8,0.19089518055276009
25,1,1,0,8,0.6802117765799315
26,1,1,0,8,0.6720740229387281
27,0,0,0,8,0.21965630484697282
28,0,0,0,8,0.28655063104438383
29,1,1,0,8,0.5742221701631035
30,0,0,0,8,0.2932648390109609
31,1,1,0,8,0.793432039906978
32,1,0,-1,8,0.7572875244772455
33,0,0,0,8,0.20937911183865068
34,1,1,0,8,0.5626553185193531
35,0,0,0,8,0.16883629170478093
36,0,0,0,8,0.3919467497159791
37,0,0,0,8,0.08987942882317483
38,0,0,0,8,0.35715671314412334
39,0,0,0,8,0.25672702775583256
40,0,0,0,8,0.44312415996237453
41,1,1,0,8,0.6840893875312274
42,1,1,0,8,0.7718721951368566
43,1,0,-1,8,0.5014531613167986
44,0,0,0,8,0.2248103000796319
45,0,0,0,8,0.33304605935651466
46,1,1,0,8,0.8038639277359364
47,0,0,0,8,0.09241189242869739
48,1,0,-1,8,0.5501992703854341
49,0,0,0,8,0.4032289272348256
50,0,1,1,8,0.407225741040511
51,1,1,0,8,0.7207187945842897
52,0,0,0,8,0.25069995653980726
53,0,0,0,8,0.29735301880609527
54,0,0,0,8,0.2234545378640193
55,0,0,0,8,0.21891398804494888
56,0,0,0,8,0.15052253604038132
57,1,1,0,8,0.7222798117353748
58,0,0,0,8,0.12005128742857459
59,0,0,0,8,0.39734952579164035
60,0,0,0,8,0.22519707514789958
61,1,1,0,8,0.6631521243600984
62,0,0,0,8,0.3036936703206565
63,1,1,0,8,0.6105692333710462
64,1,0,-1,8,0.5194581779505376
65,0,0,0,8,0.13284578062112565
66,1,1,0,8,0.7048404832648105
67,1,1,0,8,0.5662861713345617
68,1,1,0,8,0.7787911902522036
69,0,0,0,8,0.37267667768391144
70,0,0,0,8,0.24100482080449753
71,1,1,0,8,0.5421959920070296
72,1,1,0,8,0.7765389178689005
73,0,0,0,8,0.263452684627367
74,0,1,1,8,0.4955002617134526
75,1,1,0,8,0.6232887121567948
76,0,0,0,8,0.337500985834232
77,0,0,0,8,0.24233137143777972
78,0,0,0,8,0.2393566253874433
79,0,0,0,8,0.4631358848963214
80,1,1,0,8,0.7360183127249688
81,1,1,0,8,0.782233484373304
82,0,0,0,8,0.2891932587714244
83,0,0,0,8,0.26176621002427447
84,1,0,-1,8,0.5026446433075061
85,0,0,0,8,0.35109985289976836
86,1,1,0,8,0.7723614012249467
