feature,importance
fp_695,0.0377511480529604
fp_33,0.03727735150530675
fp_969,0.03313206625951857
fp_227,0.029944551195500015
fp_650,0.026222348350386268
fp_664,0.024652112197110245
fp_893,0.023810221295588845
fp_1,0.02351664691148022
fp_170,0.021272476249548443
fp_80,0.020566753916625786
fp_247,0.02053484498348709
fp_645,0.0180716004080517
fp_356,0.018042824331361697
fp_931,0.016999189465423906
fp_172,0.015650304703159732
fp_147,0.014505503289201966
fp_807,0.013619803013214901
fp_863,0.012427983985484293
fp_849,0.012292711510293939
fp_726,0.011989772353599808
fp_389,0.011836126564394232
fp_270,0.011748337258636426
fp_222,0.011397200648169827
fp_656,0.010756015615797903
fp_983,0.010532309537569546
fp_458,0.00969459517400818
fp_926,0.009590333742172075
fp_886,0.008849435602032628
fp_573,0.008519873620701078
fp_785,0.00842143599495105
fp_740,0.007872417327790664
fp_264,0.00783551170519234
fp_93,0.00749243224795806
fp_319,0.007235666600104925
fp_848,0.007105314463450923
fp_1019,0.0069964007408054646
fp_694,0.00679949895755191
fp_13,0.006794501966914717
fp_283,0.006605613079371481
fp_525,0.006456572040444529
fp_722,0.006383136049373297
fp_829,0.006308884555994646
fp_322,0.006287472278499183
fp_357,0.006262073360833344
fp_128,0.0062572633945641
fp_820,0.0062427964708930035
fp_610,0.0060713556775812885
fp_299,0.005954376665180263
fp_233,0.005949495668485128
fp_576,0.005817642268374626
fp_540,0.005755464296167955
fp_680,0.005736461217551978
fp_274,0.005672294372381776
fp_697,0.005513812833103508
fp_887,0.0052895419103980035
fp_119,0.005207559715212952
fp_463,0.005147467063472958
fp_453,0.005139372559031389
fp_326,0.004787043029333232
fp_115,0.004759065236563724
fp_655,0.004711978200157121
fp_897,0.004558871148123657
fp_953,0.004523718871898015
fp_29,0.004432134478861152
fp_155,0.00429296113446242
fp_225,0.004286767649841059
fp_869,0.004143465629072108
fp_466,0.004052441062219965
fp_929,0.004015196721067081
fp_673,0.003969981256760748
fp_935,0.003945651908109691
fp_489,0.003936765261622648
fp_667,0.003910689311500738
fp_492,0.0037262497590978255
fp_53,0.003711570654197492
fp_564,0.0036857162213008907
fp_117,0.0036419476385084497
fp_295,0.0034847799203877954
fp_527,0.003430959948021839
fp_202,0.003397029850487821
fp_245,0.0033009005855391834
fp_332,0.003275086368720643
fp_197,0.0032155407555287036
fp_41,0.0032013161648640023
fp_1017,0.0031443035664901237
fp_623,0.0031400553625315565
fp_736,0.0031233221446582173
fp_112,0.0030528275123111346
fp_183,0.0029736714337361835
fp_852,0.0028462789086689633
fp_4,0.002783451278624049
fp_208,0.0027736121338433365
fp_392,0.0027672194802181548
fp_960,0.0027196823966602695
fp_151,0.002613628241936153
fp_739,0.0025133018116057114
fp_443,0.002506645799559128
fp_243,0.0023450048676122224
fp_957,0.0023071287889112517
fp_234,0.0022836648969619677
fp_452,0.0021377516145295707
fp_590,0.002064480083494223
fp_634,0.0020363120972676503
fp_872,0.0020304517424633937
fp_235,0.002017948126705737
fp_359,0.00198108915909751
fp_114,0.0019750067101661395
fp_968,0.001967177529391848
fp_715,0.001898961464581902
fp_507,0.0018216805319323755
fp_707,0.001800300669897755
fp_188,0.0017775871457841013
fp_276,0.00175771051040821
fp_501,0.0017541080218411048
fp_400,0.001738253154334123
fp_734,0.001728062392834809
fp_210,0.001725110408487723
fp_749,0.0017094686763295612
fp_481,0.0016588570135398005
fp_371,0.0016196616434519307
fp_143,0.001590803286841792
fp_677,0.001574099722652519
fp_407,0.001559464296631328
fp_416,0.0015206323826020632
fp_781,0.0015121477145491817
fp_354,0.0014896406674014063
fp_469,0.0014717285510210314
fp_482,0.0014684523890010576
fp_240,0.0014301572333880056
fp_572,0.0014279929550378098
fp_173,0.0014017773880310369
fp_980,0.0013848098996225935
fp_896,0.00136884157921898
fp_526,0.0013458688833074323
fp_248,0.0013294526356871785
fp_265,0.001318554084008168
fp_748,0.0012324737660065524
fp_1002,0.0012224452419793655
fp_94,0.0012224414612798135
fp_156,0.001220783538115866
fp_825,0.0012107381666874193
fp_268,0.0011690995730107897
fp_271,0.0011640185338678164
fp_417,0.001161151727340617
fp_456,0.001159165281774678
fp_54,0.0011108492954331332
fp_689,0.0010693262517145422
fp_846,0.001050908006714883
fp_292,0.0010489567723656276
fp_200,0.0010433126085422043
fp_494,0.0010369072927457383
fp_532,0.001007527981786161
fp_551,0.0010010003839447106
fp_259,0.0009896576988091008
fp_58,0.0009611260196374058
fp_454,0.0009609719014248053
fp_597,0.0009462370739196504
fp_719,0.000940406486891068
fp_124,0.0009369722150076303
fp_939,0.0009345798648341296
fp_329,0.0009295199461909831
fp_684,0.00091327533796589
fp_592,0.0008871591353771721
fp_862,0.0008698996403134635
fp_387,0.000868763448099751
fp_836,0.0008682646621314203
fp_679,0.0008634558381558978
fp_731,0.000849583163442691
fp_603,0.0008419583588015505
fp_238,0.0008286213446381101
fp_341,0.0008139496743160993
fp_932,0.0008111061759311222
fp_135,0.0008105109785011649
fp_217,0.0007975802132402126
fp_159,0.0007971456369440171
fp_712,0.0007945595842481692
fp_798,0.0007554733694296294
fp_997,0.0007533813211480392
fp_877,0.0007448546975586699
fp_59,0.000739218387994785
fp_323,0.0007360831404897121
fp_904,0.0007339341732972008
fp_269,0.0007185895206126679
fp_690,0.000713689109537704
fp_483,0.0007056526606261549
fp_616,0.0006869050644404113
fp_816,0.0006698413288751696
fp_378,0.0006332186759096836
fp_89,0.000629367336541604
fp_39,0.0006257650681743918
fp_979,0.0006048503359315556
fp_598,0.0005892535401490336
fp_981,0.0005783264568934691
fp_140,0.0005759841683954811
fp_450,0.000573135631123703
fp_770,0.0005704568642589625
fp_440,0.000565473452424341
fp_493,0.000563650716800581
fp_381,0.0005543949083970147
fp_763,0.0005522943389654564
fp_1009,0.0005276754736012463
fp_947,0.0005275320130079686
fp_355,0.0005194291939996191
fp_369,0.000518001045216054
fp_828,0.0005082135592899413
fp_504,0.0004981312941148195
fp_518,0.0004848419362813805
fp_455,0.0004841362011470023
fp_866,0.00048066958726102836
fp_817,0.00046812933343582877
fp_812,0.00045194648060602427
fp_901,0.0004475456577813934
fp_163,0.0004370349752476784
fp_687,0.0004251949766576676
fp_533,0.00042423210779637255
fp_808,0.00041535163025901176
fp_418,0.00040920217126216667
fp_111,0.00040625171304146224
fp_301,0.0003982339146927635
fp_108,0.0003968873603404295
fp_488,0.0003963349496603395
fp_258,0.00037726192308354655
fp_990,0.0003740080695144441
fp_638,0.00037372273642247703
fp_193,0.000372369143926423
fp_948,0.00036570873133771106
fp_837,0.00035715230470295125
fp_361,0.0003551720773592219
fp_168,0.00035426737194920046
fp_451,0.00035346287062123583
fp_804,0.00035224867905591674
fp_37,0.0003515744933698591
fp_374,0.0003469993446220333
fp_81,0.0003396706552634238
fp_543,0.00033471418064087184
fp_790,0.00033125966037651897
fp_531,0.0003294755912346296
fp_105,0.0003289804295900228
fp_487,0.0003282163030139169
fp_563,0.00032763040063010345
fp_587,0.00032352628078581857
fp_242,0.0003203444108007743
fp_999,0.0003189293223424953
fp_596,0.00029776854919597295
fp_446,0.00029708792310531183
fp_498,0.00029698463949234707
fp_349,0.00029522805403894766
fp_90,0.00029249569957527676
fp_464,0.00027864110540025915
fp_989,0.0002773715082631139
fp_104,0.00027695043571604043
fp_312,0.0002732834565053632
fp_406,0.0002674175806930036
fp_191,0.00025721301663763756
fp_721,0.00025596348093115563
fp_412,0.00025564133766699915
fp_376,0.00024878079108084974
fp_17,0.00024433706817632604
fp_814,0.00023904547762735622
fp_345,0.00023514252333033464
fp_584,0.00023451745455951896
fp_894,0.00022611237134907098
fp_390,0.0002220340992185196
fp_892,0.0002187649885375625
fp_662,0.00021727764206115236
fp_15,0.00021176435801287586
fp_823,0.0002089122428463206
fp_744,0.00020454820708415924
fp_854,0.00019666767397707928
fp_586,0.0001960684424971945
fp_805,0.00018566974737430604
fp_473,0.00016838006053169187
fp_497,0.00016187082671371717
fp_908,0.00016056156635407457
fp_351,0.00015943503267333518
fp_499,0.00015735256812472796
fp_409,0.00015013197439875048
fp_529,0.0001497580284380603
fp_633,0.00014740463816013762
fp_796,0.00014355731136919916
fp_841,0.00014223361901062405
fp_457,0.0001420795117350982
fp_686,0.00014054525520222275
fp_314,0.00014022312019515247
fp_434,0.00014010548463505094
fp_725,0.00013850226458838767
fp_78,0.00013119463268994693
fp_857,0.00013111495643005884
fp_465,0.0001304474125794177
fp_508,0.000125913123479373
fp_70,0.0001240028049995881
fp_710,0.00011555111134577654
fp_55,0.00010759152223367537
fp_815,0.00010064985522585716
fp_279,0.00010041581023229678
fp_940,9.332858644350812e-05
fp_231,9.26661969283018e-05
fp_985,9.002353488351423e-05
fp_830,8.632307410319313e-05
fp_510,8.568558839677651e-05
fp_922,6.580924750662975e-05
fp_431,6.492277879042836e-05
fp_226,6.46384270705709e-05
fp_162,5.841827392022775e-05
fp_607,5.193818092264566e-05
fp_856,4.619250934449893e-05
fp_557,4.569980871413483e-05
fp_176,4.414021046649291e-05
fp_923,4.1628830295614775e-05
fp_350,3.4979727692791155e-05
fp_624,3.4929091314061974e-05
fp_348,3.4886843629832744e-05
fp_555,3.365161757640996e-05
fp_402,1.2005351192211228e-05
fp_522,1.1548774054622018e-05
fp_600,8.030453558011899e-06
fp_118,7.106549974733273e-06
fp_64,6.551892930419193e-06
fp_717,0.0
fp_718,0.0
fp_614,0.0
fp_613,0.0
fp_716,0.0
fp_729,0.0
fp_738,0.0
fp_723,0.0
fp_728,0.0
fp_661,0.0
fp_727,0.0
fp_732,0.0
fp_619,0.0
