feature,importance
fp_695,0.0340893349282136
fp_969,0.03126239781525162
fp_664,0.027879689848605067
fp_147,0.02674011539045424
fp_247,0.026059837133981745
fp_33,0.025139723000292196
fp_893,0.02101806217118984
fp_170,0.020639813322290666
fp_1,0.02059159140024513
fp_650,0.020023053777170688
fp_80,0.01864129111923623
fp_227,0.01749868873747824
fp_645,0.01712001388470976
fp_931,0.015890987216326802
fp_172,0.01463323764767428
fp_458,0.014486428789379554
fp_807,0.014439358655425717
fp_863,0.014405305120252742
fp_222,0.012531309677570164
fp_270,0.01183608557729688
fp_886,0.01173961058346132
fp_564,0.011358297827431633
fp_93,0.010540974050523058
fp_389,0.00969605131267686
fp_356,0.009671208403406737
fp_849,0.009600734496970258
fp_656,0.009307672640402472
fp_740,0.009029855648617448
fp_610,0.008927092074450122
fp_739,0.008659355810056942
fp_264,0.008593418022719127
fp_326,0.008483058935410138
fp_319,0.008345574396527854
fp_115,0.008245965223804228
fp_128,0.00803434559086434
fp_463,0.007930144107078327
fp_983,0.007524391799468223
fp_1019,0.007488862788611092
fp_926,0.007392060967026849
fp_726,0.007340028923596571
fp_785,0.007186212685388125
fp_233,0.006908477478079067
fp_848,0.006807079513772772
fp_119,0.006701203590340607
fp_283,0.00655782317815354
fp_697,0.006543709000980013
fp_573,0.006414248694035852
fp_13,0.0061874518302946265
fp_540,0.006143342900239866
fp_357,0.005967575853948385
fp_897,0.005889421216787277
fp_453,0.005868913797437665
fp_274,0.00574064981690097
fp_820,0.005654381029320375
fp_322,0.005637754090548462
fp_527,0.005381058545964952
fp_722,0.005333695351442636
fp_829,0.005122320272819121
fp_953,0.005083922131742074
fp_117,0.005032343101490608
fp_225,0.005007581044700373
fp_957,0.004814467172158188
fp_623,0.004799971748793703
fp_416,0.00465263029511246
fp_680,0.004647258468866174
fp_53,0.0046101797773997815
fp_143,0.004573088957674772
fp_869,0.0045191042432637255
fp_525,0.004504970603155373
fp_466,0.004461821310166702
fp_299,0.004446682956638033
fp_243,0.004239450919516763
fp_507,0.00408487925850425
fp_576,0.003975778340590013
fp_852,0.003974519435419081
fp_112,0.003681558904882104
fp_114,0.003654647430445759
fp_935,0.0036513953178368974
fp_197,0.0036496233300036076
fp_634,0.0035598109337767413
fp_667,0.003551977611485896
fp_492,0.0034726844215481395
fp_489,0.0034095114222308953
fp_202,0.003355510846766253
fp_41,0.003353528624193206
fp_887,0.0033092934652785367
fp_655,0.003241470150145973
fp_694,0.0032226881803608543
fp_736,0.003183563451178034
fp_929,0.003152337859957513
fp_4,0.0031440923087139383
fp_452,0.003129697963857407
fp_749,0.003114689601619619
fp_295,0.0031134800039464027
fp_392,0.002952021039355184
fp_443,0.0028720262270792176
fp_188,0.0027182047196265867
fp_590,0.0026492272390612847
fp_259,0.0024738862472894574
fp_501,0.0024040496922830765
fp_183,0.002288197455942343
fp_1017,0.0022845689722264906
fp_707,0.0022185888359773816
fp_371,0.0022112805498524903
fp_54,0.0021382463916242507
fp_532,0.0021206578460569894
fp_493,0.0020422600977276434
fp_208,0.0020361781463331344
fp_456,0.0019567281429320213
fp_481,0.0019323092276875753
fp_387,0.0019311565083095505
fp_960,0.0019193746542538934
fp_763,0.001914400804863362
fp_245,0.001907308592814643
fp_140,0.0018832558354261798
fp_111,0.0018563258501724583
fp_265,0.0018321651739799953
fp_155,0.001823743069603655
fp_268,0.0018205840472779629
fp_572,0.001816681937291288
fp_673,0.0018163462221872995
fp_968,0.0017775108407188087
fp_533,0.0017378341291365408
fp_210,0.0017311278161808493
fp_276,0.0017293269048110254
fp_332,0.0017206979961526217
fp_872,0.0016549149928262671
fp_846,0.001619262936773231
fp_896,0.0016145331188807794
fp_217,0.0015911445931834785
fp_369,0.001575491973135551
fp_980,0.0015396505823237778
fp_271,0.0014851476924852658
fp_734,0.001418165465218605
fp_551,0.0014058582007000992
fp_269,0.0013785938003496646
fp_877,0.0013730135240868349
fp_94,0.001351525449698131
fp_901,0.0013185370979576655
fp_59,0.0013068166052033823
fp_200,0.0012963077166297258
fp_677,0.0012943551182188133
fp_770,0.0012840391447636686
fp_235,0.0012813726665186493
fp_1002,0.0012653192668546785
fp_359,0.0012262728472748562
fp_418,0.001173690646467971
fp_497,0.0011615306106703767
fp_417,0.001159485315775446
fp_748,0.0011359678547373877
fp_904,0.0011328072800671184
fp_981,0.0010864254382219579
fp_341,0.0010801621999145478
fp_731,0.0010736065181434357
fp_719,0.0010665084205124093
fp_1009,0.0010536963191668525
fp_400,0.0010524670755579176
fp_603,0.001051535694169567
fp_812,0.0010349898336970479
fp_715,0.0010267165578527631
fp_135,0.0010230253232849755
fp_58,0.0010124363910774957
fp_173,0.0010012256883048295
fp_862,0.0009754348161447053
fp_689,0.0009733109835754387
fp_679,0.0009616694235286084
fp_29,0.0009355912583618024
fp_597,0.0008952078138572371
fp_482,0.0008776283006373481
fp_156,0.0008751336394188286
fp_37,0.0008654598936748872
fp_979,0.0008589571428311863
fp_531,0.0008559270820088306
fp_301,0.0008542567805340997
fp_712,0.0008363180577443526
fp_744,0.0008262815101082025
fp_804,0.0008167174368746527
fp_240,0.0008087700636192338
fp_242,0.0007691508975244954
fp_354,0.0007669239139811304
fp_81,0.0007591580226722187
fp_248,0.0007490524414885714
fp_586,0.000742999710168615
fp_454,0.0007410130547142686
fp_526,0.0007394362521200442
fp_598,0.0007078602884647122
fp_329,0.0007065100000878944
fp_450,0.0006981342162605908
fp_932,0.0006931462737549211
fp_381,0.000689809570247401
fp_312,0.0006712483624029137
fp_238,0.0006573664882524391
fp_808,0.0006120687954753449
fp_39,0.0006076343210502005
fp_494,0.0006004635001710303
fp_825,0.0005943528025936927
fp_939,0.0005942244552060316
fp_390,0.0005721060826288696
fp_866,0.0005635133966878435
fp_104,0.000557278955129935
fp_323,0.000553175334374773
fp_997,0.0005505824655392067
fp_816,0.0005495567700435162
fp_469,0.000546293874184366
fp_487,0.0005319491629812868
fp_191,0.0005315608794790139
fp_616,0.000522194857546431
fp_355,0.0005028013754451175
fp_587,0.0004959852034885722
fp_483,0.0004875270109729738
fp_151,0.00048639782014547347
fp_584,0.00047699037455651346
fp_684,0.00047688604093153625
fp_446,0.00045334611163155175
fp_17,0.0004313949450794113
fp_168,0.0004180699312496377
fp_596,0.00041728737596739173
fp_592,0.00040700724058008393
fp_292,0.00040378592693033824
fp_781,0.0003963169898057172
fp_504,0.000389779951739233
fp_686,0.00038619029489624416
fp_948,0.00038352553369416754
fp_108,0.0003697789217665404
fp_817,0.00034403314191461417
fp_857,0.00034345747264237703
fp_376,0.000334696780345741
fp_159,0.0003335274982797092
fp_798,0.00032575335923900705
fp_89,0.0003221346606715449
fp_488,0.0003203245613466583
fp_473,0.0003192044176259397
fp_412,0.00030544347586736615
fp_624,0.0002901498715044393
fp_70,0.0002887068900058406
fp_710,0.000286012634824658
fp_234,0.0002799897258527082
fp_451,0.0002794185817425426
fp_923,0.0002685532596894212
fp_828,0.000263296416947774
fp_351,0.0002612486515840288
fp_406,0.0002564085086592789
fp_725,0.00024041143066524443
