idx,y_pred,y_true,residual,fold,proba_pos
0,0,0,0,2,0.25919187551615286
1,0,0,0,2,0.23736034612443682
2,0,0,0,2,0.3046332322351457
3,1,1,0,2,0.7490840264415907
4,1,0,-1,2,0.6162040020091409
5,1,1,0,2,0.6285549491901788
6,1,0,-1,2,0.5488218418622732
7,1,1,0,2,0.6594540629389717
8,1,1,0,2,0.6294209305781324
9,1,1,0,2,0.6219136171761283
10,0,0,0,2,0.2669134682725017
11,0,0,0,2,0.407648200621782
12,0,0,0,2,0.20195827160089347
13,0,0,0,2,0.3325113454331755
14,1,1,0,2,0.7353269784544296
15,0,0,0,2,0.062464247547780016
16,0,0,0,2,0.19330638425244345
17,1,0,-1,2,0.5231634860358804
18,1,1,0,2,0.6445162929901769
19,1,0,-1,2,0.5046414841458272
20,1,1,0,2,0.5537821365434645
21,0,0,0,2,0.3859425804008522
22,1,1,0,2,0.533860348757867
23,0,0,0,2,0.36528073839730674
24,0,0,0,2,0.18443233907390627
25,1,1,0,2,0.6978197231348242
26,1,1,0,2,0.7404426792327232
27,0,0,0,2,0.19677547738121745
28,0,0,0,2,0.29392046618786233
29,1,1,0,2,0.5790327349071528
30,0,0,0,2,0.29246458773707645
31,1,1,0,2,0.774310383964766
32,1,1,0,2,0.538816928367865
33,1,0,-1,2,0.7250647554108676
34,0,0,0,2,0.22727059102188507
35,0,0,0,2,0.1382087305350697
36,0,0,0,2,0.377308986578319
37,0,0,0,2,0.11847629157835039
38,0,0,0,2,0.3392796576434868
39,0,0,0,2,0.25242421496815687
40,0,0,0,2,0.47904382565650727
41,1,1,0,2,0.656455947200654
42,1,1,0,2,0.7610391390920305
43,1,0,-1,2,0.5266848844892712
44,0,0,0,2,0.20372990054400136
45,0,0,0,2,0.19310930162502069
46,1,1,0,2,0.7542942108292203
47,0,0,0,2,0.10306581797714788
48,0,0,0,2,0.46507625200812513
49,0,0,0,2,0.4425120454686623
50,0,1,1,2,0.4595663142565068
51,1,1,0,2,0.7427405493560102
52,0,0,0,2,0.22417569227244022
53,0,0,0,2,0.26975461020951064
54,0,0,0,2,0.21652914247653982
55,0,0,0,2,0.2608977350338763
56,0,0,0,2,0.2444819519513635
57,0,0,0,2,0.13807978486834285
58,1,1,0,2,0.6644747026063796
59,0,0,0,2,0.1364462807357271
60,0,0,0,2,0.46462471007812484
61,0,0,0,2,0.19554970125013724
62,1,1,0,2,0.696316906065268
63,0,0,0,2,0.27915335327290286
64,1,1,0,2,0.608877605049079
65,0,0,0,2,0.11777986410218418
66,1,1,0,2,0.6842514702578395
67,1,1,0,2,0.5895374310124903
68,1,1,0,2,0.7501072986725854
69,0,0,0,2,0.36326028261113913
70,0,0,0,2,0.2509321269308857
71,1,1,0,2,0.5836087089411841
72,1,1,0,2,0.6632046994181563
73,0,0,0,2,0.20291156959122741
74,0,0,0,2,0.24503700037477455
75,1,1,0,2,0.5070175524655683
76,1,1,0,2,0.6901389894821666
77,0,0,0,2,0.325099502407469
78,0,0,0,2,0.20073903631942552
79,0,0,0,2,0.23298478700735784
80,1,0,-1,2,0.5049069101530338
81,1,1,0,2,0.770078322381652
82,1,1,0,2,0.7357602997043614
83,0,0,0,2,0.3649791652699278
84,0,0,0,2,0.24066056242873116
85,0,0,0,2,0.450837053081296
86,0,0,0,2,0.3731085507114781
87,1,1,0,2,0.7395230590451075
88,0,0,0,2,0.3048443450206402
89,0,0,0,2,0.4125247131907943
90,0,0,0,2,0.09840814140837083
91,0,0,0,2,0.4267708515849956
92,0,0,0,2,0.4933824629136691
93,1,0,-1,2,0.5234963769314592
94,0,0,0,2,0.1694937110647629
95,0,1,1,2,0.4829520058843913
96,1,1,0,2,0.7343202218741054
97,0,0,0,2,0.2042395198240037
98,0,0,0,2,0.2342428430912537
99,0,0,0,2,0.13151505608356523
100,0,0,0,2,0.15381641529401183
101,1,1,0,2,0.6249349408420152
102,1,0,-1,2,0.5450290458523612
103,0,0,0,2,0.07398920650200577
104,0,0,0,2,0.3381475198934331
105,1,0,-1,2,0.6160440640790144
106,1,0,-1,2,0.5034986998208565
107,0,1,1,2,0.4546993399547558
108,0,0,0,2,0.24661200336258304
109,0,0,0,2,0.3720352279791646
110,0,0,0,2,0.4362689921150755
111,1,1,0,2,0.6549043874514662
112,1,1,0,2,0.8275509653325516
113,0,0,0,2,0.23696995360927067
114,0,0,0,2,0.2645296270052256
115,0,1,1,2,0.4942454261353309
116,0,0,0,2,0.4925915931231333
117,0,0,0,2,0.18986442073115914
118,1,1,0,2,0.522938090619625
119,0,0,0,2,0.3873171535630854
120,1,1,0,2,0.6160440640790144
121,1,1,0,2,0.7884862631368067
122,1,1,0,2,0.6889300083750726
123,0,0,0,2,0.31865270899795534
124,0,0,0,2,0.3359484094072809
125,0,0,0,2,0.44822141544657124
126,0,0,0,2,0.08925697378862446
127,1,1,0,2,0.8534077073767918
128,0,0,0,2,0.04759139548702562
129,0,0,0,2,0.10864984363093082
130,1,0,-1,2,0.5712110520892065
131,0,0,0,2,0.11131003837947565
132,0,0,0,2,0.4298826774363185
133,0,0,0,2,0.20097473758378162
134,0,0,0,2,0.1369324249356919
135,0,0,0,2,0.18084465587833518
136,0,0,0,2,0.3065458943215087
137,0,0,0,2,0.1615113696093601
138,0,0,0,2,0.15010730034922326
139,1,1,0,2,0.6400079461660689
140,0,0,0,2,0.19890715726734037
141,0,0,0,2,0.3025708653092365
142,0,0,0,2,0.3443213011338816
143,0,0,0,2,0.44914713220610675
144,1,1,0,2,0.6884778361928658
145,0,0,0,2,0.41805030349618094
146,1,1,0,2,0.6240299749101319
147,0,0,0,2,0.3143734164893907
148,1,1,0,2,0.8465514359691609
149,0,0,0,2,0.2426275868279867
150,0,0,0,2,0.35968494604480084
151,0,1,1,2,0.49837349387319846
152,0,0,0,2,0.404154517994923
153,0,0,0,2,0.4306207575681857
154,0,0,0,2,0.3201749639102099
155,0,0,0,2,0.2477114642488272
156,1,1,0,2,0.692036745815071
157,0,0,0,2,0.1927641120239945
158,0,0,0,2,0.18459349233590172
159,0,0,0,2,0.07586804149418555
160,0,0,0,2,0.05404399303042582
161,1,1,0,2,0.5347707415706332
162,0,0,0,2,0.15968227438297242
163,0,0,0,2,0.34112042027955475
164,0,0,0,2,0.41349118074858643
165,0,0,0,2,0.4894814739765613
166,0,0,0,2,0.1467010046088351
167,0,0,0,2,0.1592861634089604
