idx,y_pred,y_true,residual,fold,proba_pos
112,0,1,1,6,0.4861154000720161
113,0,0,0,6,0.45123270117741127
114,0,0,0,6,0.25480873289708933
115,1,1,0,6,0.5110669788593595
116,0,0,0,6,0.36819455137239526
117,1,1,0,6,0.6441737581306419
118,0,0,0,6,0.20297187204428516
119,1,1,0,6,0.6735979261070719
120,0,0,0,6,0.2564908863955766
121,1,0,-1,6,0.6779709572829349
122,0,0,0,6,0.2881067627101741
123,0,0,0,6,0.27800617382027926
124,0,0,0,6,0.4342057912042671
125,0,0,0,6,0.06847369650555774
126,1,1,0,6,0.8237621767967195
127,0,0,0,6,0.1011619096174227
128,1,0,-1,6,0.5333992448755932
129,0,0,0,6,0.17004662985826355
130,0,0,0,6,0.09630395774401038
131,0,0,0,6,0.3725723728989307
132,0,0,0,6,0.22952022889003693
133,0,0,0,6,0.45959458742000425
134,0,0,0,6,0.20044279295956396
135,0,0,0,6,0.3168018343604936
136,0,0,0,6,0.13977174324057534
137,1,1,0,6,0.6362187547887427
138,0,0,0,6,0.18182154355610358
139,0,0,0,6,0.27801477614240055
140,0,0,0,6,0.3193048729926829
141,0,0,0,6,0.10139739992915875
142,0,0,0,6,0.35530092920549455
143,0,0,0,6,0.407801001530814
144,1,1,0,6,0.6097981745315695
145,0,0,0,6,0.2982926107499365
146,0,0,0,6,0.237370211014168
147,0,0,0,6,0.33697206088446824
148,0,1,1,6,0.4182388440949834
149,0,0,0,6,0.4061555378977926
150,0,0,0,6,0.45675299789541857
151,0,0,0,6,0.2817439688832182
152,0,0,0,6,0.2641612756405982
153,0,0,0,6,0.31896413757146475
154,1,1,0,6,0.6759066631138985
155,0,0,0,6,0.19963414119412976
156,0,0,0,6,0.08057992908230933
157,0,0,0,6,0.04993678730918625
158,1,1,0,6,0.585034120859491
159,0,0,0,6,0.15112430267636218
160,0,0,0,6,0.38752432296125905
161,0,0,0,6,0.2423788775603225
162,0,0,0,6,0.29694565951078766
163,0,0,0,6,0.48577680772006365
164,0,0,0,6,0.08468931276948803
165,0,0,0,6,0.1407050000472114
166,0,0,0,6,0.15208504300289807
167,1,1,0,6,0.7087559041597095
168,0,0,0,6,0.13635565958217977
169,1,1,0,6,0.6323314091320608
170,1,1,0,6,0.7253044594422757
171,1,0,-1,6,0.5993349796565665
172,1,0,-1,6,0.6470235785670124
173,0,0,0,6,0.4933574881787889
174,0,0,0,6,0.38504536920709437
175,1,1,0,6,0.6962357760717005
176,0,0,0,6,0.446404053146915
177,0,0,0,6,0.24984596574828355
178,0,0,0,6,0.16132728552471182
179,0,0,0,6,0.19764339425536764
180,1,1,0,6,0.7373138964159592
181,0,0,0,6,0.16790734174894897
182,0,0,0,6,0.46289777923077796
183,1,1,0,6,0.6531249016646463
184,1,0,-1,6,0.5107372208821136
185,0,1,1,6,0.46452280275137425
186,0,0,0,6,0.20055553180596103
187,0,0,0,6,0.3382573120561665
188,0,1,1,6,0.3947935617297151
189,0,0,0,6,0.3074628534618467
190,1,1,0,6,0.858974783133686
191,0,0,0,6,0.3657146971687156
192,1,0,-1,6,0.5867788645299523
193,0,0,0,6,0.2070027371719888
194,0,0,0,6,0.3799759375966323
195,1,1,0,6,0.6840649696831546
196,0,0,0,6,0.22753096581840798
197,1,1,0,6,0.6412459237698029
198,1,1,0,6,0.6608485146799669
199,0,1,1,6,0.48750773612810333
200,0,0,0,6,0.264006929937327
201,0,0,0,6,0.40291512486787007
202,1,1,0,6,0.6714253577635939
203,1,1,0,6,0.7676563617430741
204,0,0,0,6,0.30417815997610653
205,0,0,0,6,0.4316646229655162
206,0,0,0,6,0.2037619368527499
207,0,0,0,6,0.3429436288557127
208,0,0,0,6,0.31321542437043687
209,1,1,0,6,0.8547501078577854
210,0,0,0,6,0.44707223068177604
211,1,1,0,6,0.7143928318017709
212,0,0,0,6,0.2956526047513089
213,1,1,0,6,0.7113421111365388
214,0,0,0,6,0.18122629824620534
215,1,1,0,6,0.5694540354201072
216,0,0,0,6,0.19731578641610303
217,0,0,0,6,0.33577594587235243
218,0,0,0,6,0.3327244396372889
219,0,0,0,6,0.23121950624377852
220,0,0,0,6,0.18748106943702672
221,0,0,0,6,0.08165351957374213
222,0,0,0,6,0.4364777580109599
223,1,1,0,6,0.7359558856556755
224,0,0,0,6,0.2106113729155515
225,1,1,0,6,0.5741597956088094
226,1,0,-1,6,0.6482725653023141
227,0,1,1,6,0.49416618326587336
228,0,0,0,6,0.3389545060400318
