idx,y_pred,y_true,residual
0,5.179724,5.698970,-0.519246
1,3.874097,3.049218,0.824879
2,3.874076,2.903090,0.970986
3,4.960701,2.954243,2.006458
4,5.270077,3.908485,1.361592
5,4.676290,3.322219,1.354070
6,4.912867,5.301030,-0.388163
7,5.045326,4.086360,0.958966
8,5.295865,6.035710,-0.739845
9,4.885494,5.954243,-1.068749
10,5.344333,3.949390,1.394943
11,4.396149,5.742725,-1.346576
12,4.142852,3.661813,0.481040
15,4.666553,3.397940,1.268613
16,5.055495,3.832509,1.222986
17,5.423254,5.602060,-0.178806
18,4.102304,5.238046,-1.135742
19,3.836469,3.079181,0.757288
22,4.222419,3.505150,0.717269
23,4.608033,6.041393,-1.433360
24,5.114928,3.881385,1.233544
25,4.967953,5.576341,-0.608388
26,6.413452,6.823539,-0.410087
27,6.519494,6.397940,0.121554
28,6.208064,6.707570,-0.499506
29,6.674949,6.397940,0.277009
30,5.740216,6.558709,-0.818493
31,5.740195,6.107549,-0.367355
32,5.619666,4.193681,1.425985
33,6.207319,5.929419,0.277900
35,6.211682,6.414973,-0.203291
36,6.022176,6.372912,-0.350736
37,6.382244,6.384891,-0.002647
38,5.896596,6.325844,-0.429248
39,7.316887,7.000000,0.316887
41,6.569278,6.835056,-0.265778
42,6.813905,7.079181,-0.265276
43,5.477648,4.072985,1.404664
44,5.531856,5.113943,0.417912
45,4.098189,5.096910,-0.998721
46,5.290100,5.342423,-0.052322
47,6.046412,6.240549,-0.194137
48,4.355436,5.278754,-0.923318
49,6.006214,6.255273,-0.249059
50,5.562039,5.023541,0.538499
51,5.761959,6.313867,-0.551909
52,6.155807,6.361728,-0.205920
53,6.130995,6.602060,-0.471065
54,5.781477,6.649335,-0.867858
55,6.130953,6.041393,0.089560
56,5.481840,5.901295,-0.419455
57,5.228542,6.447158,-1.218616
58,5.875144,4.681241,1.193903
59,5.857531,5.815046,0.042485
60,5.273719,4.992819,0.280900
61,3.962223,3.204120,0.758103
62,6.063863,6.875061,-0.811198
63,6.590785,6.890980,-0.300194
65,5.093488,4.500374,0.593114
66,5.919118,6.397940,-0.478822
67,6.236349,6.447158,-0.210809
68,5.546943,7.267172,-1.720228
69,5.933531,5.045714,0.887817
70,6.229280,6.230449,-0.001169
71,4.120945,4.127105,-0.006159
72,5.677620,6.000000,-0.322380
73,6.410938,5.715167,0.695771
74,6.007516,6.024046,-0.016531
75,2.663907,3.645422,-0.981516
76,4.175206,3.146128,1.029078
77,2.663864,2.875061,-0.211197
78,3.870489,3.301030,0.569459
79,4.070408,3.313867,0.756541
80,4.439466,5.905796,-1.466330
81,4.249960,2.698970,1.550990
82,3.537056,4.146128,-0.609072
83,3.082907,3.243038,-0.160131
84,4.037791,2.653213,1.384579
85,4.166024,2.108903,2.057120
86,4.060736,3.778151,0.282584
88,4.372355,3.000000,1.372355
89,4.431363,4.431364,-0.000000
90,4.127865,4.423246,-0.295381
92,4.362220,5.544068,-1.181848
93,4.227589,3.000000,1.227589
94,4.544820,3.158362,1.386458
96,3.855393,3.623249,0.232144
97,5.965038,5.375093,0.589945
99,6.005152,6.409933,-0.404782
100,6.831501,6.477121,0.354380
101,6.314507,7.021189,-0.706683
102,5.520778,3.413300,2.107479
103,5.159502,4.260071,0.899430
104,6.176865,6.000000,0.176865
105,6.093324,6.740363,-0.647038
106,6.409714,6.099232,0.310482
107,6.263446,6.431364,-0.167918
108,5.950388,4.646404,1.303984
109,6.144461,6.142702,0.001759
110,6.287084,6.431364,-0.144280
111,6.231116,6.192584,0.038532
112,6.069590,6.238046,-0.168456
113,6.114355,6.950851,-0.836496
114,6.170457,4.819544,1.350913
115,5.713132,4.716504,0.996628
116,6.089501,6.612784,-0.523283
117,5.929689,5.716003,0.213686
118,6.198485,6.397940,-0.199455
119,5.697086,6.077259,-0.380173
120,6.176352,6.614897,-0.438545
122,5.440281,5.373831,0.066450
123,5.899867,6.477121,-0.577254
124,5.833586,4.862251,0.971335
125,5.965225,6.466868,-0.501642
126,6.245993,5.188084,1.057909
127,6.138531,6.079181,0.059350
128,5.737403,6.146128,-0.408725
129,5.815888,5.326336,0.489552
131,6.022241,5.485721,0.536519
132,6.127421,5.507073,0.620348
133,5.381424,5.083610,0.297814
135,6.549100,5.676694,0.872406
136,7.307797,7.252853,0.054944
137,6.328378,6.301030,0.027348
138,6.050975,6.477121,-0.426146
139,6.099372,6.361728,-0.262356
140,5.891466,6.079181,-0.187716
141,5.394682,4.396199,0.998483
142,6.003825,6.147058,-0.143233
143,6.088927,5.195457,0.893470
144,6.194557,5.643551,0.551006
145,5.462730,6.016197,-0.553468
146,6.374534,6.079181,0.295353
147,5.854050,6.146128,-0.292079
148,5.505088,6.000000,-0.494912
149,4.081484,4.113943,-0.032459
150,5.478679,6.577492,-1.098812
151,6.786131,5.472756,1.313375
152,6.374990,6.334454,0.040536
153,6.340045,7.276921,-0.936876
154,4.849300,4.819544,0.029756
155,6.959795,7.483587,-0.523792
156,7.696838,8.041393,-0.344555
157,7.241410,7.477121,-0.235711
158,7.111840,6.479394,0.632446
159,7.415116,7.477121,-0.062005
160,6.662807,6.320146,0.342660
162,6.173732,6.113943,0.059788
163,6.662743,6.201397,0.461346
164,6.611789,6.986772,-0.374983
165,6.438013,6.474216,-0.036203
167,6.417839,6.477121,-0.059283
168,6.248464,6.434888,-0.186424
169,6.897931,8.122544,-1.224613
170,6.360916,6.281033,0.079883
171,6.430591,5.953421,0.477170
172,5.854131,6.518514,-0.664383
173,6.414760,6.556423,-0.141663
174,6.313936,6.348305,-0.034368
175,-0.328797,1.954243,-2.283040
176,2.025390,2.602060,-0.576670
177,2.373096,1.301030,1.072066
178,2.011819,1.954918,0.056902
179,2.922078,2.000000,0.922078
180,2.809571,2.146128,0.663443
181,2.547551,3.164353,-0.616802
182,2.966800,1.390935,1.575865
183,3.265234,2.955207,0.310027
184,2.941967,3.562293,-0.620326
185,2.686201,1.926857,0.759344
186,3.482812,1.146128,2.336684
188,2.604508,2.000000,0.604508
190,2.668503,1.380211,1.288292
191,2.593619,2.273233,0.320386
192,1.904544,2.579784,-0.675239
193,2.315621,0.633468,1.682152
194,5.074671,6.079181,-1.004511
195,5.558959,5.023952,0.535007
196,5.074628,6.232234,-1.157605
197,4.994535,3.247973,1.746561
198,5.274526,6.302547,-1.028021
199,5.668375,4.598572,1.069803
202,5.643520,6.806180,-1.162660
203,4.994407,5.782473,-0.788066
204,4.758054,6.054958,-1.296904
207,4.606161,6.501059,-1.894898
208,5.064939,4.892762,0.172176
209,7.062291,7.068186,-0.005895
210,5.059617,3.480007,1.579610
211,4.403486,4.336460,0.067027
212,5.243559,5.000000,0.243559
213,5.581014,6.000000,-0.418986
214,3.506344,5.445604,-1.939260
215,2.011033,1.778151,0.232882
217,4.665420,3.000000,1.665420
218,4.734169,3.653213,1.080956
219,4.630963,5.000000,-0.369037
220,5.299600,5.149219,0.150381
221,3.113259,4.101747,-0.988488
222,5.741842,6.255273,-0.513430
223,5.675237,6.361728,-0.686491
224,6.286801,6.421604,-0.134803
225,6.474103,6.176091,0.298012
226,6.350196,6.113943,0.236253
227,6.249373,6.313867,-0.064494
228,6.182411,6.544068,-0.361657
229,6.155963,5.993877,0.162086
231,6.007822,6.187521,-0.179699
232,6.241972,6.526985,-0.285013
233,6.386099,6.100371,0.285729
234,4.748809,5.806180,-1.057371
235,5.628440,5.093422,0.535018
236,4.841626,3.963788,0.877838
237,5.422142,6.075145,-0.653004
238,6.849326,7.146128,-0.296802
239,4.724743,4.792392,-0.067649
240,6.597825,6.863323,-0.265498
242,5.999161,4.472025,1.527137
243,5.820642,5.315970,0.504671
244,6.034412,6.266114,-0.231703
245,3.568315,3.397940,0.170375
246,6.173848,6.109916,0.063932
247,6.399495,6.539076,-0.139581
248,6.674352,6.342817,0.331535
249,3.027695,2.079181,0.948514
250,5.729610,5.202352,0.527257
251,6.335972,6.409764,-0.073792
253,6.385675,6.137927,0.247748
254,6.385653,6.450711,-0.065058
255,6.392231,6.604226,-0.211995
256,6.530159,6.187521,0.342638
257,6.639706,6.278754,0.360952
258,6.353271,6.518514,-0.165243
259,5.939941,4.342423,1.597519
260,6.278421,5.651762,0.626659
261,6.165915,6.301969,-0.136054
262,6.765696,6.903090,-0.137394
263,5.997571,5.983175,0.014396
264,6.551083,6.587711,-0.036628
265,6.551062,6.584331,-0.033270
266,5.188271,5.229426,-0.041155
267,5.799303,6.136721,-0.337418
268,6.298247,5.000000,1.298247
270,5.692063,4.292256,1.399806
271,6.379097,6.371068,0.008029
272,6.434813,6.305351,0.129462
273,6.298140,6.477121,-0.178981
274,6.782638,6.894106,-0.111467
275,6.242293,6.477121,-0.234828
277,6.529713,6.397940,0.131773
278,5.798026,5.681241,0.116785
279,6.550764,6.173186,0.377578
280,5.964104,6.591065,-0.626960
281,7.027491,7.074451,-0.046960
282,6.231676,6.486487,-0.254811
283,6.476714,6.505150,-0.028436
284,5.745486,5.549003,0.196482
285,6.166062,6.190332,-0.024269
286,6.317564,6.196729,0.120835
287,4.965707,4.968483,-0.002776
289,5.641367,4.913814,0.727553
290,6.297779,6.207581,0.090199
291,6.529415,6.225309,0.304106
292,6.247891,6.491362,-0.243471
293,5.790539,6.209515,-0.418976
294,6.384803,6.230449,0.154355
296,6.137862,5.089905,1.047957
297,6.305956,6.426511,-0.120555
298,5.701299,6.095030,-0.393731
299,6.343872,6.223080,0.120792
300,6.457120,6.456366,0.000754
301,5.681020,5.802774,-0.121754
302,5.819388,6.397940,-0.578552
303,5.822652,5.603642,0.219009
304,6.318710,6.206826,0.111884
305,6.029067,6.342423,-0.313356
306,5.088349,6.301030,-1.212681
307,5.838326,6.505150,-0.666824
308,6.321303,6.176091,0.145212
309,7.075462,7.100371,-0.024909
310,5.648263,5.836197,-0.187935
311,5.375198,6.054709,-0.679511
312,6.569685,6.477121,0.092563
313,5.667538,6.133644,-0.466106
314,5.691128,6.322219,-0.631092
316,5.151498,6.477121,-1.325624
317,5.583816,4.602060,0.981757
318,5.841866,6.025306,-0.183440
319,5.106640,5.477121,-0.370481
320,5.795688,6.505150,-0.709462
321,5.690979,6.812913,-1.121934
322,5.721786,5.178977,0.542809
323,5.633850,5.365488,0.268362
324,5.394689,6.158393,-0.763703
325,4.719122,4.477121,0.242001
326,5.653163,4.453624,1.199539
327,6.458083,6.086360,0.371724
328,6.292102,6.086360,0.205742
329,6.041206,6.319314,-0.278109
331,5.963021,6.374198,-0.411178
332,5.769468,6.397940,-0.628472
333,4.940370,5.187521,-0.247151
334,6.172760,5.528917,0.643844
335,6.056352,6.568202,-0.511849
336,5.645862,5.000000,0.645862
338,5.535184,4.814913,0.720271
339,5.866239,5.081707,0.784532
340,5.311253,6.384712,-1.073459
341,5.944853,6.342423,-0.397570
342,6.298450,5.671173,0.627277
344,5.583243,6.284656,-0.701413
345,5.606673,6.356026,-0.749353
346,5.560215,5.671173,-0.110958
347,6.023232,6.477121,-0.453889
348,5.044585,5.000000,0.044585
349,5.694243,5.852175,-0.157932
350,5.478719,5.397940,0.080779
351,6.061246,6.139879,-0.078633
352,6.229521,6.273487,-0.043966
353,6.390396,6.320624,0.069772
354,5.731434,6.602060,-0.870626
355,6.334658,6.337459,-0.002801
356,6.419368,6.301030,0.118338
357,6.097846,6.397940,-0.300094
358,6.202967,6.454845,-0.251878
359,6.756316,8.146128,-1.389812
360,5.656890,4.582063,1.074827
361,6.713733,6.272306,0.441427
362,6.756252,5.728256,1.027996
363,6.068971,5.717171,0.351800
364,5.353418,6.049218,-0.695800
365,5.273508,6.396199,-1.122691
366,6.352766,5.550228,0.802538
367,5.586120,5.575072,0.011047
368,5.984734,6.100026,-0.115292
369,6.080303,4.860338,1.219965
370,6.813535,6.489958,0.323576
371,6.142529,6.397940,-0.255411
372,5.883992,6.356026,-0.472034
373,5.065886,4.705864,0.360022
374,5.572071,4.833147,0.738924
375,5.859020,6.182671,-0.323652
376,5.999710,6.262024,-0.262314
377,5.768217,6.408240,-0.640023
380,6.088635,6.104146,-0.015510
381,5.516144,4.630123,0.886022
382,6.014095,6.591065,-0.576969
383,6.575978,5.978181,0.597797
384,6.218791,6.322219,-0.103428
386,6.171301,5.675778,0.495523
388,5.940823,6.431364,-0.490540
389,6.451478,6.152594,0.298884
390,6.479918,6.732394,-0.252476
393,6.525960,6.556303,-0.030343
394,5.375229,4.850033,0.525196
395,6.210425,6.278754,-0.068328
396,6.271604,6.462398,-0.190794
398,6.018177,6.397940,-0.379763
399,5.941561,5.880814,0.060748
400,5.960871,5.892095,0.068776
402,6.083799,6.696837,-0.613038
403,5.185360,5.530481,-0.345121
404,5.864858,6.465829,-0.600971
405,5.167114,6.591065,-1.423951
407,5.921792,6.301030,-0.379238
408,6.250505,6.380211,-0.129706
409,6.446532,6.204120,0.242412
410,6.372251,6.301030,0.071221
411,5.669054,6.073106,-0.404052
412,5.266143,6.255273,-0.989130
