idx,y_pred,y_true,residual
1,3.975231,3.049218,0.926013
2,3.975282,2.903090,1.072192
3,4.935706,2.954243,1.981463
4,5.338770,3.908485,1.430285
5,4.687746,3.322219,1.365527
6,4.909712,5.301030,-0.391318
7,5.077917,4.086360,0.991557
8,5.204491,6.035710,-0.831219
10,5.295265,3.949390,1.345875
11,4.434793,5.742725,-1.307932
12,4.122687,3.661813,0.460874
13,4.812026,3.505150,1.306876
14,4.471642,5.094820,-0.623178
15,4.692246,3.397940,1.294306
16,5.097265,3.832509,1.264757
17,5.549752,5.602060,-0.052308
18,4.139590,5.238046,-1.098456
19,3.834743,3.079181,0.755561
20,3.468620,3.823474,-0.354855
21,4.320576,3.838849,0.481727
22,4.230613,3.505150,0.725463
23,4.673278,6.041393,-1.368114
24,5.057700,3.881385,1.176315
25,4.947773,5.576341,-0.628569
26,6.192171,6.823539,-0.631368
27,6.532869,6.397940,0.134929
28,6.205164,6.707570,-0.502406
29,6.672647,6.397940,0.274707
30,5.680345,6.558709,-0.878364
31,5.680396,6.107549,-0.427153
32,5.520649,4.193681,1.326968
34,6.420905,6.531479,-0.110574
35,6.562962,6.414973,0.147988
36,6.338147,6.372912,-0.034765
37,6.380916,6.384891,-0.003975
38,5.889970,6.325844,-0.435874
39,7.320482,7.000000,0.320482
40,6.485064,6.875061,-0.389997
41,6.555889,6.835056,-0.279167
43,5.184011,4.072985,1.111026
44,5.581861,5.113943,0.467918
45,4.014159,5.096910,-1.082751
46,5.218927,5.342423,-0.123495
47,5.898347,6.240549,-0.342202
48,4.172480,5.278754,-1.106274
49,6.001125,6.255273,-0.254147
50,5.371758,5.023541,0.348218
51,5.650490,6.313867,-0.663377
53,6.040661,6.602060,-0.561399
54,5.628110,6.649335,-1.021225
55,6.040764,6.041393,-0.000628
56,5.397486,5.901295,-0.503809
57,5.085380,6.447158,-1.361778
58,5.774719,4.681241,1.093478
59,5.913448,5.815046,0.098402
61,3.999793,3.204120,0.795673
63,6.482406,6.890980,-0.408574
64,6.020134,6.000000,0.020134
65,4.865674,4.500374,0.365300
66,5.894230,6.397940,-0.503710
67,6.103646,6.447158,-0.343512
69,5.846059,5.045714,0.800345
70,6.217892,6.230449,-0.012557
72,5.821089,6.000000,-0.178911
73,6.389892,5.715167,0.674725
75,2.447953,3.645422,-1.197469
76,4.080895,3.146128,0.934767
78,3.647283,3.301030,0.346253
79,3.926015,3.313867,0.612148
81,4.091320,2.698970,1.392350
83,3.237209,3.243038,-0.005829
85,4.188870,2.108903,2.079967
86,3.930360,3.778151,0.152209
87,3.930412,3.301030,0.629382
88,4.208963,3.000000,1.208963
89,4.431364,4.431364,0.000000
90,3.961243,4.423246,-0.462003
91,4.295608,4.431364,-0.135756
93,4.169704,3.000000,1.169704
95,3.655370,2.740363,0.915007
96,3.653753,3.623249,0.030503
98,6.321429,6.361728,-0.040299
99,6.003704,6.409933,-0.406229
100,6.895816,6.477121,0.418695
101,6.406820,7.021189,-0.614370
103,5.379464,4.260071,1.119393
106,6.454728,6.099232,0.355496
107,6.362483,6.431364,-0.068881
108,4.656976,4.646404,0.010573
109,6.219688,6.142702,0.076986
111,6.311007,6.192584,0.118422
112,6.076100,6.238046,-0.161946
113,6.170493,6.950851,-0.780359
114,6.229540,4.819544,1.409997
115,5.854781,4.716504,1.138276
116,6.146585,6.612784,-0.466199
119,5.784512,6.077259,-0.292747
120,6.309337,6.614897,-0.305561
121,5.356680,5.009026,0.347654
122,5.503565,5.373831,0.129734
123,5.922080,6.477121,-0.555041
124,5.880798,4.862251,1.018547
126,6.361657,5.188084,1.173573
