idx,y_pred,y_true,residual
0,5.404912,5.698970,-0.294058
2,3.831746,2.903090,0.928656
3,4.920028,2.954243,1.965786
4,5.286343,3.908485,1.377858
5,4.658450,3.322219,1.336230
6,5.052438,5.301030,-0.248592
7,5.031628,4.086360,0.945269
9,4.912136,5.954243,-1.042106
10,5.352333,3.949390,1.402943
11,4.420702,5.742725,-1.322023
12,4.093221,3.661813,0.431409
13,4.742161,3.505150,1.237011
14,4.412632,5.094820,-0.682189
15,4.729917,3.397940,1.331977
16,5.087405,3.832509,1.254896
17,5.562972,5.602060,-0.039088
18,4.166648,5.238046,-1.071398
19,3.832267,3.079181,0.753086
20,3.519989,3.823474,-0.303485
21,3.838849,3.838849,-0.000000
22,4.194523,3.505150,0.689373
23,4.649641,6.041393,-1.391751
24,5.009831,3.881385,1.128446
25,4.905193,5.576341,-0.671148
27,6.519810,6.397940,0.121870
28,6.256051,6.707570,-0.451519
29,6.700975,6.397940,0.303035
30,5.644214,6.558709,-0.914495
31,5.644196,6.107549,-0.463353
32,5.588973,4.193681,1.395292
33,6.297971,5.929419,0.368552
34,6.152862,6.531479,-0.378617
35,6.264516,6.414973,-0.150458
36,6.164878,6.372912,-0.208034
38,5.902811,6.325844,-0.423033
39,7.386334,7.000000,0.386334
40,6.519302,6.875061,-0.355759
41,6.653838,6.835056,-0.181219
42,6.819377,7.079181,-0.259804
43,5.298807,4.072985,1.225823
44,5.614613,5.113943,0.500670
45,4.054916,5.096910,-1.041994
46,5.218663,5.342423,-0.123760
47,6.007538,6.240549,-0.233012
48,4.251351,5.278754,-1.027402
49,6.027077,6.255273,-0.228195
50,5.384684,5.023541,0.361143
51,5.745923,6.313867,-0.567944
52,6.111634,6.361728,-0.250094
54,5.693835,6.649335,-0.955500
55,6.119066,6.041393,0.077673
56,5.508193,5.901295,-0.393102
57,5.180713,6.447158,-1.266445
58,5.829652,4.681241,1.148411
59,5.983052,5.815046,0.168006
60,5.113527,4.992819,0.120709
61,4.035434,3.204120,0.831314
62,6.014249,6.875061,-0.860812
63,6.620719,6.890980,-0.270260
64,6.097412,6.000000,0.097412
65,4.892537,4.500374,0.392163
66,5.898909,6.397940,-0.499031
67,6.199142,6.447158,-0.248016
68,5.414756,7.267172,-1.852415
69,5.964008,5.045714,0.918294
70,6.211633,6.230449,-0.018816
71,4.183552,4.127105,0.056447
72,5.864676,6.000000,-0.135324
73,6.502398,5.715167,0.787231
74,5.916021,6.024046,-0.108025
75,2.494697,3.645422,-1.150725
76,4.132706,3.146128,0.986578
77,2.494661,2.875061,-0.380400
78,3.628012,3.301030,0.326982
79,3.989251,3.313867,0.675384
80,4.362448,5.905796,-1.543348
81,4.262809,2.698970,1.563839
82,3.424095,4.146128,-0.722033
83,3.238230,3.243038,-0.004808
84,3.639620,2.653213,0.986408
85,4.226416,2.108903,2.117513
86,4.060773,3.778151,0.282621
87,4.060755,3.301030,0.759725
88,4.257613,3.000000,1.257613
89,4.431364,4.431364,0.000000
90,4.062496,4.423246,-0.360750
91,4.340758,4.431364,-0.090606
92,4.236120,5.544068,-1.307948
93,4.142256,3.000000,1.142256
94,4.442488,3.158362,1.284125
95,3.745159,2.740363,1.004796
96,3.658084,3.623249,0.034835
97,6.045790,5.375093,0.670697
98,6.282153,6.361728,-0.079575
99,6.026178,6.409933,-0.383755
100,6.814204,6.477121,0.337082
101,6.392475,7.021189,-0.628714
102,5.403324,3.413300,1.990025
104,6.219426,6.000000,0.219426
105,6.287761,6.740363,-0.452602
106,6.502037,6.099232,0.402805
107,6.310371,6.431364,-0.120993
108,5.604521,4.646404,0.958117
109,6.237012,6.142702,0.094309
110,6.122816,6.431364,-0.308548
111,6.155538,6.192584,-0.037046
113,6.130113,6.950851,-0.820738
114,6.198246,4.819544,1.378702
115,5.622741,4.716504,0.906237
116,6.137544,6.612784,-0.475239
117,6.018070,5.716003,0.302067
118,6.000286,6.397940,-0.397654
119,5.485984,6.077259,-0.591275
120,6.174410,6.614897,-0.440487
121,5.298175,5.009026,0.289150
123,6.037798,6.477121,-0.439323
124,5.848041,4.862251,0.985791
125,6.132796,6.466868,-0.334071
126,6.380911,5.188084,1.192827
127,6.115090,6.079181,0.035909
128,5.789449,6.146128,-0.356679
129,6.001369,5.326336,0.675033
130,5.835726,6.768638,-0.932912
131,6.032584,5.485721,0.546863
132,6.112123,5.507073,0.605050
133,5.108811,5.083610,0.025201
134,6.175514,6.156852,0.018662
135,6.639001,5.676694,0.962307
136,7.315701,7.252853,0.062848
137,6.357618,6.301030,0.056588
138,6.296595,6.477121,-0.180526
139,6.193070,6.361728,-0.168658
140,5.791819,6.079181,-0.287363
141,4.753887,4.396199,0.357687
142,6.028449,6.147058,-0.118609
144,6.217333,5.643551,0.573782
145,5.520004,6.016197,-0.496194
147,5.943775,6.146128,-0.202353
148,5.432894,6.000000,-0.567106
149,4.192462,4.113943,0.078519
153,6.664412,7.276921,-0.612509
154,4.829592,4.819544,0.010048
155,7.285630,7.483587,-0.197957
156,7.581665,8.041393,-0.459728
157,7.460168,7.477121,-0.016954
158,7.148804,6.479394,0.669410
159,7.407037,7.477121,-0.070084
161,6.314334,6.397940,-0.083606
162,6.253661,6.113943,0.139718
163,6.738118,6.201397,0.536721
164,6.656104,6.986772,-0.330668
165,6.483421,6.474216,0.009205
166,6.363947,6.004136,0.359810
167,6.513754,6.477121,0.036633
168,6.383747,6.434888,-0.051141
169,6.985147,8.122544,-1.137397
170,6.357219,6.281033,0.076186
171,6.225321,5.953421,0.271900
172,5.779219,6.518514,-0.739294
173,6.439612,6.556423,-0.116811
174,6.334096,6.348305,-0.014209
175,-0.464319,1.954243,-2.418562
176,2.530131,2.602060,-0.071929
177,2.147622,1.301030,0.846592
178,2.137724,1.954918,0.182807
179,2.860244,2.000000,0.860244
180,2.902832,2.146128,0.756704
181,2.482532,3.164353,-0.681821
182,2.874519,1.390935,1.483584
183,3.418088,2.955207,0.462881
184,2.881968,3.562293,-0.680324
185,2.592591,1.926857,0.665735
187,3.125461,2.851258,0.274203
188,2.600616,2.000000,0.600616
189,3.688691,3.539452,0.149239
190,2.745919,1.380211,1.365708
191,2.470948,2.273233,0.197715
192,1.655476,2.579784,-0.924308
193,2.264787,0.633468,1.631319
194,4.759295,6.079181,-1.319887
195,5.382077,5.023952,0.358125
196,4.759259,6.232234,-1.472975
198,5.120480,6.302547,-1.182067
199,5.486191,4.598572,0.887620
200,4.772306,4.812913,-0.040608
201,4.878338,3.562293,1.316045
203,4.882750,5.782473,-0.899723
204,4.737920,6.054958,-1.317037
205,6.012502,6.151247,-0.138745
206,5.468417,3.903633,1.564785
208,4.962085,4.892762,0.069323
209,7.208965,7.068186,0.140779
210,4.789403,3.480007,1.309396
211,4.621893,4.336460,0.285433
212,5.516759,5.000000,0.516759
213,5.777748,6.000000,-0.222252
214,3.615687,5.445604,-1.829918
215,2.137059,1.778151,0.358908
216,2.773317,2.400538,0.372779
217,4.644194,3.000000,1.644194
218,4.631092,3.653213,0.977879
220,5.494293,5.149219,0.345074
221,3.399877,4.101747,-0.701870
222,5.985181,6.255273,-0.270092
223,5.821634,6.361728,-0.540094
224,6.424001,6.421604,0.002397
226,6.431312,6.113943,0.317368
227,6.325796,6.313867,0.011929
228,6.221087,6.544068,-0.322981
230,6.381681,6.544068,-0.162387
231,6.077298,6.187521,-0.110223
232,6.067714,6.526985,-0.459271
233,6.390869,6.100371,0.290498
234,4.712806,5.806180,-1.093374
235,5.698717,5.093422,0.605295
236,3.961905,3.963788,-0.001883
237,5.427327,6.075145,-0.647818
238,6.886768,7.146128,-0.259360
239,4.737068,4.792392,-0.055324
240,6.603280,6.863323,-0.260043
241,6.197387,6.531479,-0.334091
242,6.084775,4.472025,1.612750
243,5.671850,5.315970,0.355880
244,6.079192,6.266114,-0.186922
245,3.487964,3.397940,0.090024
247,6.414449,6.539076,-0.124627
248,6.425454,6.342817,0.082637
249,2.962466,2.079181,0.883284
250,5.574426,5.202352,0.372074
251,6.407030,6.409764,-0.002734
252,6.949693,6.477121,0.472572
254,6.390491,6.450711,-0.060219
255,6.558204,6.604226,-0.046022
256,6.632045,6.187521,0.444524
257,6.570963,6.278754,0.292210
258,6.408095,6.518514,-0.110419
259,5.960044,4.342423,1.617621
260,6.286904,5.651762,0.635141
261,6.329491,6.301969,0.027522
263,5.986127,5.983175,0.002952
264,6.701867,6.587711,0.114156
265,6.701849,6.584331,0.117518
266,4.773379,5.229426,-0.456047
267,5.928895,6.136721,-0.207826
268,6.308574,5.000000,1.308574
269,5.922721,6.531479,-0.608758
270,5.824959,4.292256,1.532703
271,6.369186,6.371068,-0.001882
272,6.091224,6.305351,-0.214127
273,6.308484,6.477121,-0.168637
274,6.761701,6.894106,-0.132405
275,5.964618,6.477121,-0.512504
276,5.756716,6.530840,-0.774123
277,6.631667,6.397940,0.233727
278,5.745736,5.681241,0.064495
280,6.002065,6.591065,-0.589000
281,7.297587,7.074451,0.223137
282,6.178522,6.486487,-0.307965
284,6.031584,5.549003,0.482580
285,6.170819,6.190332,-0.019512
286,6.352009,6.196729,0.155280
287,4.938741,4.968483,-0.029742
288,6.040704,6.568202,-0.527498
289,5.797003,4.913814,0.883190
290,6.308178,6.207581,0.100598
291,6.631416,6.225309,0.406106
292,6.199184,6.491362,-0.292177
294,6.389772,6.230449,0.159323
295,6.279853,6.361728,-0.081875
296,6.188614,5.089905,1.098709
297,6.376073,6.426511,-0.050438
298,5.977732,6.095030,-0.117298
299,6.398563,6.223080,0.175483
300,6.438774,6.456366,-0.017592
301,5.468701,5.802774,-0.334072
302,5.670790,6.397940,-0.727150
303,5.675508,5.603642,0.071866
304,6.091776,6.206826,-0.115050
305,5.775742,6.342423,-0.566681
306,5.104617,6.301030,-1.196413
307,5.583160,6.505150,-0.921990
308,6.166778,6.176091,-0.009314
309,7.062000,7.100371,-0.038370
310,5.696964,5.836197,-0.139234
311,5.371352,6.054709,-0.683357
312,7.051310,6.477121,0.574189
313,5.687670,6.133644,-0.445974
314,5.824168,6.322219,-0.498051
315,5.824150,5.880814,-0.056663
316,5.328173,6.477121,-1.148949
318,5.914026,6.025306,-0.111280
319,5.136018,5.477121,-0.341103
320,5.719756,6.505150,-0.785394
321,5.824042,6.812913,-0.988871
322,5.640339,5.178977,0.461362
323,5.810818,5.365488,0.445330
324,5.369250,6.158393,-0.789143
325,4.533151,4.477121,0.056030
326,5.669215,4.453624,1.215591
327,6.430691,6.086360,0.344331
328,6.189036,6.086360,0.102676
329,6.018118,6.319314,-0.301196
330,6.515370,6.477121,0.038249
331,6.001148,6.374198,-0.373051
332,6.063099,6.397940,-0.334841
333,5.183242,5.187521,-0.004279
334,6.302801,5.528917,0.773884
335,6.048447,6.568202,-0.519755
336,5.688481,5.000000,0.688481
337,5.088500,6.079181,-0.990681
338,5.785781,4.814913,0.970868
339,5.824584,5.081707,0.742877
340,5.419951,6.384712,-0.964761
341,5.959382,6.342423,-0.383041
342,6.342187,5.671173,0.671014
343,5.251012,6.278754,-1.027741
344,5.691496,6.284656,-0.593160
346,5.490652,5.671173,-0.180521
347,6.171212,6.477121,-0.305909
348,5.004730,5.000000,0.004730
349,5.728958,5.852175,-0.123217
350,5.510427,5.397940,0.112487
351,6.039526,6.139879,-0.100353
352,6.202373,6.273487,-0.071114
353,6.137532,6.320624,-0.183092
354,5.810160,6.602060,-0.791900
355,6.281876,6.337459,-0.055583
356,6.347733,6.301030,0.046703
357,6.231377,6.397940,-0.166563
358,6.157470,6.454845,-0.297375
359,6.808736,8.146128,-1.337393
360,5.653964,4.582063,1.071901
361,6.552668,6.272306,0.280362
362,6.808682,5.728256,1.080425
363,6.082962,5.717171,0.365791
364,5.442066,6.049218,-0.607152
