Pair_ID,SMILE A,SMILE B,row_index,Pred (Young's Modulus)
Pair_543,O=C(N([*])C([*])=O)CC=C,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,422,5.690130916505395
Pair_544,O=C(N([*])C([*])=O)CC=C,O=C(N)C([*])C[*],423,2.249358333234902
Pair_545,O=C(N([*])C([*])=O)CC=C,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],424,5.49680043533555
Pair_546,O=C(N([*])C([*])=O)CC=C,[*]NC(CCC([*])=O)C(O)=O,425,5.754136143761348
Pair_547,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(N([*])C([*])=O)CC=C,426,5.32780927572734
Pair_548,O=C(N([*])C([*])=O)CC=C,[*]C(C)(C(OCCN(C)C)=O)C[*],427,4.250713308551942
Pair_549,O=C(N([*])C([*])=O)CC=C,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,428,5.560978338553993
Pair_550,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C(N([*])C([*])=O)CC=C,429,5.8451253501580736
Pair_551,O=C(N([*])C([*])=O)CC=C,O=C([*])C(C)O[*],430,5.815414734355781
Pair_552,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C(N([*])C([*])=O)CC=C,431,5.73763866333702
Pair_553,O=C(N([*])C([*])=O)CC=C,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],432,5.440297223648231
Pair_554,COC(C(C[*])([*])C)=O,O=C(N([*])C([*])=O)CC=C,433,5.54564027978125
Pair_555,O=C(N([*])C([*])=O)CC=C,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,434,5.804381175076645
Pair_556,O=C(N([*])C([*])=O)CC=C,[*]CC(C)(C(OCCO)=O)[*],435,3.3925703852247526
Pair_557,O=C(N([*])C([*])=O)CC=C,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,436,4.7806684913675
Pair_558,O=C(N([*])C([*])=O)CC=C,O=C([*])CCCCCO[*],437,5.47484229223143
Pair_559,O=C(N([*])C([*])=O)CC=C,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,438,5.250074262002828
Pair_560,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],O=C(N([*])C([*])=O)CC=C,439,5.530004813764857
Pair_577,O=C(C(C[*])[*])N,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,440,2.6110253391351153
Pair_578,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,441,6.316062731382691
Pair_579,O=C(N)C([*])C[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,442,2.6110253391351153
Pair_580,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],443,6.104388484755675
Pair_581,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]NC(CCC([*])=O)C(O)=O,444,6.3596523281989255
Pair_582,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,445,5.933883896007669
Pair_583,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,446,4.7050974822906735
Pair_584,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,447,6.053986283572795
Pair_585,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,448,6.383379558571084
Pair_586,O=C([*])C(C)O[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,449,6.467023233158772
Pair_587,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,450,6.391325317281636
Pair_588,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],451,5.534090931616674
Pair_589,COC(C(C[*])([*])C)=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,452,6.410432570124876
Pair_590,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,453,6.5126801269216825
Pair_591,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]CC(C)(C(OCCO)=O)[*],454,3.6099956541535003
Pair_592,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,455,4.977473924562812
Pair_593,O=C([*])CCCCCO[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,456,5.219691375921993
Pair_594,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,457,5.4002294117519
Pair_595,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,458,6.123471286176448
Pair_613,O=C(C(C[*])[*])N,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,459,2.5962422616183485
Pair_614,O=C(C(C[*])[*])N,O=C(N)C([*])C[*],460,2.1304505253272805
Pair_615,O=C(C(C[*])[*])N,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],461,2.3558356222637533
Pair_616,O=C(C(C[*])[*])N,[*]NC(CCC([*])=O)C(O)=O,462,2.3423936078949708
Pair_617,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(C(C[*])[*])N,463,2.7673839797572826
Pair_618,O=C(C(C[*])[*])N,[*]C(C)(C(OCCN(C)C)=O)C[*],464,2.359636855138868
Pair_619,O=C(C(C[*])[*])N,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,465,3.037955297051455
Pair_620,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C(C(C[*])[*])N,466,2.722903729613111
Pair_621,O=C(C(C[*])[*])N,O=C([*])C(C)O[*],467,2.245596684257882
Pair_622,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C(C(C[*])[*])N,468,2.5851706332667077
Pair_623,O=C(C(C[*])[*])N,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],469,2.837163687208058
Pair_624,COC(C(C[*])([*])C)=O,O=C(C(C[*])[*])N,470,2.2451381768255416
Pair_625,O=C(C(C[*])[*])N,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,471,2.9093227834021422
Pair_626,O=C(C(C[*])[*])N,[*]CC(C)(C(OCCO)=O)[*],472,2.3484939970614724
Pair_627,O=C(C(C[*])[*])N,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,473,2.524066389044609
Pair_628,O=C(C(C[*])[*])N,O=C([*])CCCCCO[*],474,2.5861099486990167
Pair_629,O=C(C(C[*])[*])N,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,475,2.130499422633969
Pair_630,O=C(C(C[*])[*])N,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],476,2.494115927074919
Pair_649,O=C(N)C([*])C[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,477,2.5962422616183485
Pair_650,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],478,5.829630382573952
Pair_651,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]NC(CCC([*])=O)C(O)=O,479,6.033451108204974
Pair_652,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,480,5.471058030126594
Pair_653,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C(C)(C(OCCN(C)C)=O)C[*],481,4.421253426994749
Pair_654,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,482,5.605963299163838
Pair_655,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,483,6.077187100009914
Pair_656,O=C([*])C(C)O[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,484,6.111419606750162
Pair_657,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,485,5.8810673152907365
Pair_658,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],486,5.481115451964106
Pair_659,COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,487,6.055364675443835
Pair_660,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,488,5.960579889951322
Pair_661,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]CC(C)(C(OCCO)=O)[*],489,3.3753481894598387
Pair_662,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,490,4.806614514446853
Pair_663,O=C([*])CCCCCO[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,491,5.572496795233735
Pair_664,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,492,4.927679108598691
Pair_665,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,493,5.615870756220847
Pair_685,O=C(N)C([*])C[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],494,2.3558356222637533
Pair_686,O=C(N)C([*])C[*],[*]NC(CCC([*])=O)C(O)=O,495,2.3423936078949708
Pair_687,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(N)C([*])C[*],496,2.7673839797572826
Pair_688,O=C(N)C([*])C[*],[*]C(C)(C(OCCN(C)C)=O)C[*],497,2.359636855138868
Pair_689,O=C(N)C([*])C[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,498,3.037955297051455
Pair_690,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C(N)C([*])C[*],499,2.722903729613111
Pair_691,O=C(N)C([*])C[*],O=C([*])C(C)O[*],500,2.245596684257882
Pair_692,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],O=C(N)C([*])C[*],501,2.5851706332667077
Pair_693,O=C(N)C([*])C[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],502,2.837163687208058
Pair_694,COC(C(C[*])([*])C)=O,O=C(N)C([*])C[*],503,2.2451381768255416
Pair_695,O=C(N)C([*])C[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,504,2.9093227834021422
Pair_696,O=C(N)C([*])C[*],[*]CC(C)(C(OCCO)=O)[*],505,2.3484939970614724
Pair_697,O=C(N)C([*])C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,506,2.524066389044609
Pair_698,O=C(N)C([*])C[*],O=C([*])CCCCCO[*],507,2.5861099486990167
Pair_699,O=C(N)C([*])C[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,508,2.130499422633969
Pair_700,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],O=C(N)C([*])C[*],509,2.494115927074919
Pair_721,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]NC(CCC([*])=O)C(O)=O,510,5.898416982324012
Pair_722,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],511,5.447958684658342
Pair_723,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],512,4.398370137774607
Pair_724,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,513,5.649697072272421
Pair_725,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],514,5.977814384893862
Pair_726,O=C([*])C(C)O[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],515,5.971188440645757
Pair_727,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],516,5.875636270929061
Pair_728,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],517,5.58243699247241
Pair_729,COC(C(C[*])([*])C)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],518,5.89177959379192
Pair_730,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,519,5.962146541917016
Pair_731,[*]CC(C)(C(OCCO)=O)[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],520,3.3781496573681697
Pair_732,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],521,4.602967504188381
Pair_733,O=C([*])CCCCCO[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],522,5.626752831717364
Pair_734,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],523,5.005618631346557
Pair_735,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],524,5.655201069530921
Pair_757,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]NC(CCC([*])=O)C(O)=O,525,5.621327989800624
Pair_758,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]NC(CCC([*])=O)C(O)=O,526,4.45153957281698
Pair_759,[*]NC(CCC([*])=O)C(O)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,527,5.839833755143683
Pair_760,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]NC(CCC([*])=O)C(O)=O,528,6.122223776423964
Pair_761,O=C([*])C(C)O[*],[*]NC(CCC([*])=O)C(O)=O,529,6.114469956578951
Pair_762,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]NC(CCC([*])=O)C(O)=O,530,6.001187224694362
Pair_763,[*]NC(CCC([*])=O)C(O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],531,5.410293525656492
Pair_764,COC(C(C[*])([*])C)=O,[*]NC(CCC([*])=O)C(O)=O,532,6.023353493701362
Pair_765,[*]NC(CCC([*])=O)C(O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,533,6.041377866562198
Pair_766,[*]CC(C)(C(OCCO)=O)[*],[*]NC(CCC([*])=O)C(O)=O,534,3.458877400479112
Pair_767,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]NC(CCC([*])=O)C(O)=O,535,4.8070531073317
Pair_768,O=C([*])CCCCCO[*],[*]NC(CCC([*])=O)C(O)=O,536,5.469348418567639
Pair_769,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]NC(CCC([*])=O)C(O)=O,537,5.432382914301863
Pair_770,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]NC(CCC([*])=O)C(O)=O,538,5.78469584854826
Pair_793,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C(C)(C(OCCN(C)C)=O)C[*],539,4.193110476877408
Pair_794,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,540,5.230389323296135
Pair_795,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,541,5.630761381832444
Pair_796,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C([*])C(C)O[*],542,5.745442907341921
Pair_797,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],543,5.645618121585394
Pair_798,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],544,4.96361499067559
Pair_799,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,COC(C(C[*])([*])C)=O,545,5.640680750974649
Pair_800,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,546,5.629693957683869
Pair_801,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]CC(C)(C(OCCO)=O)[*],547,3.3331070517224166
Pair_802,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,548,4.508944330995176
Pair_803,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C([*])CCCCCO[*],549,5.112192524234607
Pair_804,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,550,4.629695913710151
Pair_805,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],551,5.173784394830963
Pair_829,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,552,4.317868559436289
Pair_830,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C(C)(C(OCCN(C)C)=O)C[*],553,4.4918718243116755
Pair_831,O=C([*])C(C)O[*],[*]C(C)(C(OCCN(C)C)=O)C[*],554,4.416631980114211
Pair_832,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C(C)(C(OCCN(C)C)=O)C[*],555,4.40928887014866
Pair_833,[*]C(C)(C(OCCN(C)C)=O)C[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],556,4.306497893877146
Pair_834,COC(C(C[*])([*])C)=O,[*]C(C)(C(OCCN(C)C)=O)C[*],557,4.379731786180686
Pair_835,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,558,4.463713803118889
Pair_836,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]CC(C)(C(OCCO)=O)[*],559,3.2817623549390094
Pair_837,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,560,4.236263102386517
Pair_838,O=C([*])CCCCCO[*],[*]C(C)(C(OCCN(C)C)=O)C[*],561,4.274813560027815
Pair_839,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(C)(C(OCCN(C)C)=O)C[*],562,4.228915961273088
Pair_840,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C(C)(C(OCCN(C)C)=O)C[*],563,4.311938811958503
Pair_865,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,564,5.718042243755718
Pair_866,O=C([*])C(C)O[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,565,5.875692536902318
Pair_867,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,566,5.69867709565267
Pair_868,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],567,5.289470002664234
Pair_869,COC(C(C[*])([*])C)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,568,5.800435446254475
Pair_870,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,569,5.676268988021049
Pair_871,[*]CC(C)(C(OCCO)=O)[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,570,3.3914906899222426
Pair_872,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,571,4.765981732239518
