Pair_ID,SMILE A,SMILE B,row_index,Pred (Young's Modulus)
Pair_298,OC1C(OC(C(C1O)O)[*])CO[*],OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,261,5.691359690313679
Pair_299,O=C(N)C([*])C[*],OC1C(OC(C(C1O)O)[*])CO[*],262,2.3738977558562833
Pair_300,OC1C(OC(C(C1O)O)[*])CO[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],263,5.651385485961911
Pair_301,OC1C(OC(C(C1O)O)[*])CO[*],[*]NC(CCC([*])=O)C(O)=O,264,5.782352361790244
Pair_302,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,OC1C(OC(C(C1O)O)[*])CO[*],265,5.40896719986556
Pair_303,OC1C(OC(C(C1O)O)[*])CO[*],[*]C(C)(C(OCCN(C)C)=O)C[*],266,4.396414200331722
Pair_304,OC1C(OC(C(C1O)O)[*])CO[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,267,5.710565607211291
Pair_305,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,OC1C(OC(C(C1O)O)[*])CO[*],268,5.843340179978368
Pair_306,O=C([*])C(C)O[*],OC1C(OC(C(C1O)O)[*])CO[*],269,5.938745515508348
Pair_307,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],OC1C(OC(C(C1O)O)[*])CO[*],270,5.788354819487303
Pair_308,OC1C(OC(C(C1O)O)[*])CO[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],271,5.344575016284893
Pair_309,COC(C(C[*])([*])C)=O,OC1C(OC(C(C1O)O)[*])CO[*],272,5.729404338848598
Pair_310,OC1C(OC(C(C1O)O)[*])CO[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,273,5.821693552141514
Pair_311,OC1C(OC(C(C1O)O)[*])CO[*],[*]CC(C)(C(OCCO)=O)[*],274,3.4559715907296846
Pair_312,OC1C(OC(C(C1O)O)[*])CO[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,275,4.646213739567495
Pair_313,O=C([*])CCCCCO[*],OC1C(OC(C(C1O)O)[*])CO[*],276,5.385377457428388
Pair_314,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OC1C(OC(C(C1O)O)[*])CO[*],277,5.079125053864654
Pair_315,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],OC1C(OC(C(C1O)O)[*])CO[*],278,5.573174312592691
Pair_325,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,279,6.161291892385391
Pair_326,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,280,5.783072548231204
Pair_327,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(CCCCCO[*])=O,281,5.5549827093835304
Pair_328,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]NC(C(O)=O)CCC([*])=O,282,6.041377866562198
Pair_329,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C)C(OCC(O[*])=O)=O,283,6.07915121390876
Pair_330,O=C(N([*])C([*])=O)CC=C,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,284,5.804381175076645
Pair_331,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,285,6.5126801269216825
Pair_332,O=C(C(C[*])[*])N,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,286,2.9093227834021422
Pair_333,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,287,5.960579889951322
Pair_334,O=C(N)C([*])C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,288,2.9093227834021422
Pair_335,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],289,5.962146541917016
Pair_336,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]NC(CCC([*])=O)C(O)=O,290,6.041377866562198
Pair_337,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,291,5.629693957683869
Pair_338,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C)(C(OCCN(C)C)=O)C[*],292,4.463713803118889
Pair_339,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,293,5.676268988021049
Pair_340,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,294,6.13199650588321
Pair_341,O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,295,6.173219099642539
Pair_342,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,296,6.021799243171046
Pair_343,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],297,5.9713223853983814
Pair_344,COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,298,6.082511192980412
Pair_345,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,299,5.856294801851078
Pair_346,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(C)(C(OCCO)=O)[*],300,3.3300794463496617
Pair_347,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,301,4.735160551070902
Pair_348,O=C([*])CCCCCO[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,302,5.5549827093835304
Pair_349,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,303,6.057036319028793
Pair_350,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,304,5.8847920818302715
Pair_361,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,305,6.063008083310271
Pair_362,[*]C(CCCCCO[*])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,306,5.647130661243489
Pair_363,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]NC(C(O)=O)CCC([*])=O,307,6.129832570478238
Pair_364,[*]C(C)C(OCC(O[*])=O)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,308,6.096288189862829
Pair_365,O=C(N([*])C([*])=O)CC=C,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,309,5.820865238061223
Pair_366,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,310,6.417008804073052
Pair_367,O=C(C(C[*])[*])N,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,311,2.3092079359559547
Pair_368,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,312,6.079672984934453
Pair_369,O=C(N)C([*])C[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,313,2.3092079359559547
Pair_370,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],314,5.974322089975953
Pair_371,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]NC(CCC([*])=O)C(O)=O,315,6.129832570478238
Pair_372,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,316,5.719193712185969
Pair_373,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,317,4.416441806287161
Pair_374,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,318,5.875001534736629
Pair_375,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,319,6.240014233146492
Pair_376,O=C([*])C(C)O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,320,6.107957063386412
Pair_377,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,321,6.086424143548586
Pair_378,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],322,5.9540780854265
Pair_379,COC(C(C[*])([*])C)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,323,6.076279504669859
Pair_380,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,324,6.161291892385391
Pair_381,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CC(C)(C(OCCO)=O)[*],325,3.329348336205968
Pair_382,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,326,5.727497503914893
Pair_383,O=C([*])CCCCCO[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,327,5.647130661243489
Pair_384,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,328,5.4706329422724025
Pair_385,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,329,5.939287085915903
Pair_397,[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,330,5.4259456543685705
Pair_398,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]NC(C(O)=O)CCC([*])=O,331,5.982347587209244
Pair_399,[*]C(C)C(OCC(O[*])=O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,332,5.992654117078221
Pair_400,O=C(N([*])C([*])=O)CC=C,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,333,5.737242818397215
Pair_401,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,334,6.3675291389446445
Pair_402,O=C(C(C[*])[*])N,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,335,2.9247813909939606
Pair_403,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,336,5.666994135200071
Pair_404,O=C(N)C([*])C[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,337,2.9247813909939606
Pair_405,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],338,5.896646098933461
Pair_406,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]NC(CCC([*])=O)C(O)=O,339,5.982347587209244
Pair_407,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,340,5.532120351155616
Pair_408,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,341,4.4306986213703565
Pair_409,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,342,5.655336880914258
Pair_410,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,343,5.946482434624406
Pair_411,O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,344,6.079255295603562
Pair_412,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,345,5.809805855337722
Pair_413,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],346,5.312807099992598
Pair_414,COC(C(C[*])([*])C)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,347,5.995578938070638
Pair_415,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,348,5.783072548231204
Pair_416,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]CC(C)(C(OCCO)=O)[*],349,3.322871748285315
Pair_417,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,350,4.737256370348405
Pair_418,O=C([*])CCCCCO[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,351,5.4259456543685705
Pair_419,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,352,5.714786257195292
Pair_420,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,353,5.781454255875794
Pair_433,[*]C(CCCCCO[*])=O,[*]NC(C(O)=O)CCC([*])=O,354,5.469348418567639
Pair_434,[*]C(C)C(OCC(O[*])=O)=O,[*]C(CCCCCO[*])=O,355,5.632005497278912
Pair_435,O=C(N([*])C([*])=O)CC=C,[*]C(CCCCCO[*])=O,356,5.47484229223143
Pair_436,[*]C(CCCCCO[*])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,357,5.219691375921993
Pair_437,O=C(C(C[*])[*])N,[*]C(CCCCCO[*])=O,358,2.5861099486990167
Pair_438,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C(CCCCCO[*])=O,359,5.572496795233735
Pair_439,O=C(N)C([*])C[*],[*]C(CCCCCO[*])=O,360,2.5861099486990167
Pair_440,[*]C(CCCCCO[*])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],361,5.626752831717364
Pair_441,[*]C(CCCCCO[*])=O,[*]NC(CCC([*])=O)C(O)=O,362,5.469348418567639
Pair_442,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C(CCCCCO[*])=O,363,5.112192524234607
Pair_443,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]C(CCCCCO[*])=O,364,4.274813560027815
Pair_444,[*]C(CCCCCO[*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,365,5.346614054544613
Pair_445,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C(CCCCCO[*])=O,366,5.594611185352588
Pair_446,O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,367,5.761001247404462
Pair_447,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C(CCCCCO[*])=O,368,5.451889964647535
Pair_448,[*]C(CCCCCO[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],369,4.70261721786256
Pair_449,COC(C(C[*])([*])C)=O,[*]C(CCCCCO[*])=O,370,5.688057119493069
Pair_450,[*]C(CCCCCO[*])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,371,5.5549827093835304
Pair_451,[*]C(CCCCCO[*])=O,[*]CC(C)(C(OCCO)=O)[*],372,3.3929226206752245
Pair_452,[*]C(CCCCCO[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,373,4.49714406027642
Pair_453,O=C([*])CCCCCO[*],[*]C(CCCCCO[*])=O,374,4.6119687474762365
Pair_454,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(CCCCCO[*])=O,375,4.606210568962546
Pair_455,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C(CCCCCO[*])=O,376,5.129355174983564
Pair_469,[*]C(C)C(OCC(O[*])=O)=O,[*]NC(C(O)=O)CCC([*])=O,377,6.049991749673589
Pair_470,O=C(N([*])C([*])=O)CC=C,[*]NC(C(O)=O)CCC([*])=O,378,5.754136143761348
Pair_471,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]NC(C(O)=O)CCC([*])=O,379,6.3596523281989255
Pair_472,O=C(C(C[*])[*])N,[*]NC(C(O)=O)CCC([*])=O,380,2.3423936078949708
Pair_473,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]NC(C(O)=O)CCC([*])=O,381,6.033451108204974
Pair_474,O=C(N)C([*])C[*],[*]NC(C(O)=O)CCC([*])=O,382,2.3423936078949708
Pair_475,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]NC(C(O)=O)CCC([*])=O,383,5.898416982324012
Pair_476,[*]NC(C(O)=O)CCC([*])=O,[*]NC(CCC([*])=O)C(O)=O,384,6.044829256930943
Pair_477,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]NC(C(O)=O)CCC([*])=O,385,5.621327989800624
Pair_478,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]NC(C(O)=O)CCC([*])=O,386,4.45153957281698
Pair_479,[*]NC(C(O)=O)CCC([*])=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,387,5.839833755143683
Pair_480,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]NC(C(O)=O)CCC([*])=O,388,6.122223776423964
Pair_481,O=C([*])C(C)O[*],[*]NC(C(O)=O)CCC([*])=O,389,6.114469956578951
Pair_482,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]NC(C(O)=O)CCC([*])=O,390,6.001187224694362
Pair_483,[*]NC(C(O)=O)CCC([*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],391,5.410293525656492
Pair_484,COC(C(C[*])([*])C)=O,[*]NC(C(O)=O)CCC([*])=O,392,6.023353493701362
Pair_485,[*]NC(C(O)=O)CCC([*])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,393,6.041377866562198
Pair_486,[*]CC(C)(C(OCCO)=O)[*],[*]NC(C(O)=O)CCC([*])=O,394,3.458877400479112
Pair_487,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]NC(C(O)=O)CCC([*])=O,395,4.8070531073317
Pair_488,O=C([*])CCCCCO[*],[*]NC(C(O)=O)CCC([*])=O,396,5.469348418567639
Pair_489,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]NC(C(O)=O)CCC([*])=O,397,5.432382914301863
Pair_490,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]NC(C(O)=O)CCC([*])=O,398,5.78469584854826
Pair_505,O=C(N([*])C([*])=O)CC=C,[*]C(C)C(OCC(O[*])=O)=O,399,5.723847550537559
Pair_506,[*]C(C)C(OCC(O[*])=O)=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,400,6.316497470473171
Pair_507,O=C(C(C[*])[*])N,[*]C(C)C(OCC(O[*])=O)=O,401,2.3325844860809015
Pair_508,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[*]C(C)C(OCC(O[*])=O)=O,402,6.033572768117417
Pair_509,O=C(N)C([*])C[*],[*]C(C)C(OCC(O[*])=O)=O,403,2.3325844860809015
Pair_510,[*]C(C)C(OCC(O[*])=O)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],404,5.865594280980461
Pair_511,[*]C(C)C(OCC(O[*])=O)=O,[*]NC(CCC([*])=O)C(O)=O,405,6.049991749673589
Pair_512,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,[*]C(C)C(OCC(O[*])=O)=O,406,5.586241454013234
Pair_513,[*]C(C)(C(OCCN(C)C)=O)C[*],[*]C(C)C(OCC(O[*])=O)=O,407,4.383286146630375
Pair_514,[*]C(C)C(OCC(O[*])=O)=O,[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,408,5.719860647589857
Pair_515,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]C(C)C(OCC(O[*])=O)=O,409,6.196451633777205
Pair_516,O=C([*])C(C)O[*],[*]C(C)C(OCC(O[*])=O)=O,410,6.109320134911448
Pair_517,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C(C)C(OCC(O[*])=O)=O,411,5.96360539662809
Pair_518,[*]C(C)C(OCC(O[*])=O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],412,5.740977894687927
Pair_519,COC(C(C[*])([*])C)=O,[*]C(C)C(OCC(O[*])=O)=O,413,6.017749177309978
Pair_520,[*]C(C)C(OCC(O[*])=O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,414,6.07915121390876
Pair_521,[*]C(C)C(OCC(O[*])=O)=O,[*]CC(C)(C(OCCO)=O)[*],415,3.313713128248273
Pair_522,[*]C(C)C(OCC(O[*])=O)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,416,4.854278840093823
Pair_523,O=C([*])CCCCCO[*],[*]C(C)C(OCC(O[*])=O)=O,417,5.632005497278912
Pair_524,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(C)C(OCC(O[*])=O)=O,418,5.064443012464954
Pair_525,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na],[*]C(C)C(OCC(O[*])=O)=O,419,5.746546603075547
Pair_541,O=C(N([*])C([*])=O)CC=C,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,420,6.0309323761182325
Pair_542,O=C(C(C[*])[*])N,O=C(N([*])C([*])=O)CC=C,421,2.249358333234902
